ylat,xlong,p_area,p_cap_ac
40.5146,-74.9768,44493,3
39.4893,-74.9802,49038,2.4
40.6952,-75.1467,193400,9.8
34.1919,-82.1296,58676,2
33.5652,-114.9186,107874,4
34.7946,-118.5113,1379960,66
32.3718,-111.2832,811849,26.5
34.8097,-106.5171,304913,9.1
35.2834,-106.8121,160031,6.1
45.3796,-122.2329,244262,10
40.5766,-112.0846,100735,5
44.8475,-69.4512,58786,4
32.6744,-115.6023,6503831,206.7
30.5575,-97.6901,25366,1.4
36.5925,-79.301,228650,12
35.8155,-119.451,493186,20.2
33.7196,-117.011,12914,1
43.1826,-76.2257,15604,1
38.8982,-76.9551,6972,0.8
39.0211,-76.9287,28006,2
40.6378,-74.126,17346,1
34.3203,-118.4308,21755,2.2
36.5238,-120.1233,363847,20
33.7122,-117.073,22945,1.3
34.579,-117.5793,14360,1.1
36.4149,-119.5536,26233,1.1
36.8119,-119.7417,64841,1
36.799,-119.6378,15853,1
37.717,-121.8854,28710,1.5
35.8009,-114.9765,1229699,10
37.3193,-89.5256,13934,1.2
35.4671,-93.5152,126577,5
38.7177,-75.2884,21304,1.2
31.2184,-83.7805,26573,1.6
41.4829,-88.0636,37845,2
39.7373,-86.2361,20089,1
41.9466,-70.7614,35921,2
43.9808,-95.7677,44650,1
45.4899,-92.8518,27080,1
36.4471,-76.5804,214550,5
34.9347,-78.9618,38721,2
35.8305,-77.6152,93987,3
36.1582,-76.4914,131850,5
35.6979,-77.8768,163483,10
40.7324,-73.3759,127923,9
33.7903,-81.2655,249937,8.2
33.0437,-115.6277,47624,3
33.1864,-115.4289,544812,30
34.0353,-117.5342,20120,1
33.7661,-118.2889,30101,2.9
33.8811,-117.8916,11289,1
37.4574,-105.883,33878,1.5
38.5452,-118.1937,1415667,50
36.0585,-115.2708,21058,1.7
44.1504,-117.001,275558,9
27.9662,-82.534,19265,1.6
42.3731,-89.81,30916,2
41.4555,-86.4879,19016,1.1
42.1167,-71.2666,43450,2.4
42.834,-70.9915,25072,1.5
41.7485,-70.9656,56226,2.6
42.2237,-71.6669,33801,1.3
38.8613,-76.9133,11920,1.2
45.4209,-94.0077,27681,1
44.2328,-93.9626,18880,1
44.0798,-93.5498,21045,1
36.157,-77.2078,541500,21
40.483,-75.0161,131455,8
40.2007,-74.5762,24327,1.5
34.2077,-80.2215,197213,10
33.966,-117.6591,38923,1.5
38.0009,-121.7487,44726,1.5
37.9141,-121.1986,38578,2.6
33.6685,-117.383,12202,1
39.8262,-104.9738,13724,1.2
35.0175,-106.101,1203702,50
36.272,-115.0442,12963,1
45.2697,-122.7718,25882,1.7
34.7025,-118.1294,24331,1
41.8068,-71.5066,48803,4.3
41.9652,-71.5281,23346,9.6
32.1856,-103.1828,293016,9.9
38.2167,-122.5428,13285,0.8
33.4473,-112.2155,18090,1.2
27.7543,-82.1649,1650864,74.5
41.7658,-70.6434,20449,1
42.1149,-71.066,20738,2.2
39.297,-75.9824,24429,1
39.4464,-76.2167,28913,2
39.4453,-76.2191,41894,2
44.4755,-93.2008,47434,2.7
44.8861,-93.0256,15779,1
36.003,-78.847,52202,3.4
35.6011,-78.3684,33798,1.9
36.1,-78.1563,97369,4.9
35.1527,-77.1344,57496,4
35.0467,-78.8109,27241,1
34.3087,-78.6998,116226,5
35.4744,-77.1124,52096,5
34.5656,-79.0345,96711,5
35.2936,-81.7737,434691,22
34.5355,-77.9124,81900,5
36.2733,-77.028,209026,10
39.4601,-74.6816,20136,1.4
43.0763,-77.6676,52567,1.6
39.0837,-83.8817,4187535,200
41.5479,-83.5779,33895,3.1
35.19,-89.7993,18027,1.1
32.6905,-97.022,17096,1.2
38.0216,-77.9776,393741,20
36.1405,-119.5669,44918,2
33.7177,-116.1983,13519,1
33.998,-117.5527,39927,2.4
34.029,-117.5171,32467,2
34.0977,-117.5445,17625,1
33.891,-118.0369,36304,2
38.6009,-121.398,15980,1.1
34.1454,-117.5709,39087,4
34.2776,-118.4292,4106,1.6
36.7654,-119.7974,20631,2.2
34.1003,-117.5525,30928,1.8
34.0798,-117.2038,33680,1.9
32.1471,-110.9901,20858,1.3
39.6402,-104.5584,33356,1.5
38.2821,-104.5175,16510,1.5
36.0693,-115.2809,16050,1
42.5218,-122.8287,233795,10
45.1696,-123.1363,11161,2.2
45.5288,-122.6633,19113,1.4
39.2461,-106.8753,87183,5
38.8478,-76.9744,18258,1.7
27.6268,-80.8031,1417688,74.5
26.0109,-80.3024,14902,1.1
31.1856,-84.1341,291692,16
32.9643,-84.5435,47480,2.4
32.384,-81.685,72624,2.7
33.6349,-83.093,79257,3
34.4489,-83.0947,71406,3
34.7685,-84.8168,80103,3
33.3182,-83.4018,70028,2.7
33.2777,-83.2977,54125,2.9
41.1968,-88.3042,48366,2
39.8209,-90.548,43876,2
39.03,-84.6602,19251,2
42.0585,-71.7312,39302,2
42.2682,-72.292,22243,1.4
42.2238,-71.8744,20547,4.8
42.1063,-71.7035,36731,1
41.7933,-71.1419,869,2.8
39.4179,-76.4052,23289,1.5
39.2261,-76.6881,19099,1.5
44.6501,-70.0807,996246,77
44.2443,-93.2698,18114,1
32.2546,-90.1552,12473,1.2
34.9559,-90.175,1970233,100
35.366,-77.8859,81948,4.8
40.6189,-75.1525,86841,6.7
40.556,-74.4671,20465,1.8
40.8158,-74.4751,5247,1
40.3311,-74.462,14738,0.8
40.1965,-74.5833,23050,1.4
40.3246,-74.6501,11756,1.1
40.3153,-74.6556,20406,1.4
40.5396,-74.5616,24973,2.3
39.8684,-75.0115,36460,4.4
39.8583,-75.0098,25184,2.7
39.886,-75.1102,8704,2.4
41.08,-74.1791,45312,4.2
42.458,-79.344,16917,1.1
42.8747,-77.8746,94582,5
42.6867,-73.8246,16969,1.5
44.4217,-75.3803,48575,3.3
44.3605,-75.4276,59315,4
41.6892,-73.8089,25017,1.6
42.4674,-73.6953,76183,5
44.162,-76.1091,36168,1.3
42.8957,-74.1477,1585919,90
41.0483,-81.5854,35085,3.8
39.9438,-83.3181,50606,4.2
40.8599,-75.8541,208547,10
35.5796,-86.4614,691646,35
29.226,-98.6727,320003,10.6
32.7921,-99.9244,6351344,200
43.6266,-72.9722,31761,1.5
35.5579,-120.6819,49470,1.5
34.9076,-117.9206,28966,3
34.9227,-118.3619,662706,18.4
35.1167,-118.5659,172529,4
34.0272,-117.5209,55346,4.5
33.7832,-118.2853,32798,1.2
34.0394,-117.6055,30924,1.5
34.1051,-117.2338,52446,4.3
38.6825,-121.5744,48760,2.7
33.9924,-117.5533,40836,1.5
34.0781,-117.2747,33934,2
33.8459,-118.3018,41592,2.6
34.1293,-117.4055,40055,2.2
34.1267,-117.4156,50320,4.2
33.8798,-117.299,62369,2.4
33.5251,-112.3825,269322,11.2
32.2429,-111.2586,84473,3
33.4089,-112.4146,27204,3.1
33.6031,-111.9249,14793,1.1
33.6416,-111.9998,17664,1.3
32.937,-111.7386,23671,1.6
21.4135,-158.0159,277620,14.7
35.419,-108.0964,3522777,200
35.6295,-91.2306,23317,1
35.6483,-89.992,4599813,150
41.9974,-70.8465,2799,2.5
40.5245,-74.4338,95937,6.6
33.9107,-118.0444,36895,1.5
32.869,-117.2432,33785,1
40.0144,-74.8534,42441,1.8
40.3233,-74.6462,11542,1.2
38.6155,-121.0576,17624,1
38.6434,-121.5056,14393,1
33.084,-96.8395,52564,7.7
33.7873,-118.1177,39010,4.5
27.7881,-82.3953,9931,1
27.954,-82.4318,18632,1
28.6668,-81.3767,22227,1.5
40.2452,-74.2436,16794,1
32.629,-107.2592,119289,5
34.0139,-117.5371,79239,3
33.8779,-117.9958,9742,1.2
44.9383,-73.6769,104017,4.9
43.0682,-75.4928,81547,4.4
41.9786,-93.6568,26925,1.4
39.7303,-104.7679,110183,1.7
47.31,-68.1647,47816,3.1
45.4479,-90.3282,32121,1.4
39.7274,-104.77,63554,1.7
42.248,-72.6716,30346,2.5
42.7591,-73.574,65853,4
34.8537,-116.6832,40277,1.5
34.094,-117.3191,34843,2.5
41.1081,-88.0645,49885,2
39.621,-77.8602,75341,4.3
36.7848,-91.8721,128015,8
42.4564,-75.9318,318549,20
43.082,-75.7329,84435,4.4
43.2054,-75.3865,75483,5
36.6334,-79.6964,868652,66
35.6343,-117.6516,202780,11.1
41.6726,-71.0046,79161,4.3
44.2626,-94.2899,19229,1
22.0806,-159.3323,12760,1
41.7432,-71.928,542528,49.4
28.067,-82.018,127906,6
29.8716,-82.7249,1675623,74.9
32.9207,-84.3434,16470,1
38.5945,-89.2743,52370,2
41.4932,-87.7845,41254,2
41.5197,-87.4364,38389,2
44.6425,-69.608,21638,1
44.5368,-69.6694,71682,5
44.5965,-69.6036,62582,4.3
44.1049,-70.115,65654,5
45.657,-95.5191,18560,1
44.2905,-92.7274,25633,1
45.4236,-94.0211,27397,1
45.4859,-92.784,28698,1
45.4859,-92.8126,11504,1
44.9518,-95.4973,23192,1
35.0137,-78.049,35740,2
35.0204,-84.0157,11625,0.9
35.7814,-77.8836,102627,5
34.535,-77.9157,48974,4.5
39.6138,-75.3091,304587,18
39.8921,-74.6953,48173,4
44.6561,-75.5018,124119,5
42.2053,-73.7983,72535,3.5
41.3874,-84.093,151173,8.1
40.1197,-75.4881,21260,1.4
33.6546,-80.9562,1926588,72.1
34.6941,-82.5278,41220,2
34.1226,-82.1312,59397,2
33.0102,-99.6134,6122267,106.4
31.5723,-99.1921,7375739,320
44.436,-73.1454,93272,2.2
43.6082,-87.8948,2711209,150
36.6674,-119.4167,60055,1.2
34.6857,-117.345,416868,18.7
35.596,-120.6895,30594,1.6
32.0995,-110.8113,33547,1.2
32.3451,-104.2352,286804,9.9
35.3566,-106.8576,1097161,55
32.0718,-104.1628,484012,20
43.5034,-119.149,242241,9.9
39.5543,-110.7107,1818545,80
40.767,-111.896,22223,1.3
27.7815,-82.3935,484665,45.8
32.0663,-82.1338,74926,3
44.3275,-69.7284,105294,7.2
43.9903,-75.6622,68886,3.3
42.8337,-73.9467,75245,5
34.8301,-118.371,3986939,192
34.9753,-118.9473,47209,1.5
39.7844,-104.5922,71141,1.5
32.6838,-103.3057,75408,10.1
45.4857,-94.1054,20892,1
35.7143,-78.4998,19091,1.1
34.8115,-78.6214,130257,5.2
33.9706,-96.4366,108966,5
40.0269,-77.2349,72877,2.8
29.3198,-100.3861,1490194,39.6
39.1828,-75.6939,20645,1.5
27.9918,-82.0452,104861,3.5
27.9867,-82.0452,59958,2.7
29.495,-82.8332,1606944,74.9
30.4542,-85.2775,1625512,74.5
30.4418,-85.2762,1416474,74.5
34.041,-85.2249,29207,3
30.9754,-84.6204,19385,1
42.2024,-89.6113,40935,1.6
38.048,-89.2165,1030086,50
39.6536,-86.26,192935,8.6
41.4629,-87.2601,36277,1.5
39.8009,-84.8966,21051,1
36.7923,-86.9383,3677936,173
37.7571,-82.4683,1537829,111
42.1427,-71.9721,16689,1
42.2162,-71.89,75084,2.9
42.6078,-71.1745,50657,2.6
42.2621,-71.6054,29822,2.2
42.046,-70.9619,33100,2
42.2029,-72.3234,17374,1.4
42.469,-72.0445,46341,2
42.2388,-73.3616,18418,1
41.6223,-71.0529,49223,5
38.2058,-75.6764,63526,2.1
39.1699,-75.9544,632357,79.6
46.9412,-67.9279,67212,4.1
44.166,-69.1162,36226,2
44.6222,-70.1912,43301,3
44.7816,-69.3642,76472,4.9
44.7012,-67.4623,63375,4.9
46.1904,-84.3446,104017,6.9
44.2993,-93.2409,20071,1
45.4989,-94.1083,40587,1
45.6336,-94.0539,27292,1
45.1911,-92.9572,16976,1
44.6143,-95.5984,23026,1
44.0903,-93.5523,23757,1
46.0053,-92.908,59627,3
45.4064,-93.9705,104661,1
39.7636,-92.4565,46435,2.8
39.1332,-94.4866,166566,10
35.3835,-79.7701,87952,4
34.2871,-77.9806,36073,1.2
35.2131,-78.089,125503,5
35.0425,-78.3344,82076,4.9
34.8237,-79.948,1178725,78.7
34.8019,-79.3291,774954,35
34.6156,-77.9996,697942,33.3
34.524,-79.1055,88236,4
36.121,-77.4046,530217,19.8
36.4242,-77.0746,183685,9
34.9687,-77.7588,49416,2
36.2682,-80.3797,99142,4.9
34.3123,-78.2023,77498,5
35.9054,-76.6418,2113594,80
35.8335,-79.0266,16539,1
34.8292,-77.9737,93065,5
35.1974,-80.0127,59702,3.5
34.1522,-78.8931,98829,5
35.9635,-78.0967,520315,23.4
40.0235,-74.3137,178030,9.6
41.1884,-74.5906,93396,7
40.7514,-74.3519,79478,6.3
42.8377,-78.5729,75752,4.5
41.5833,-73.7277,67520,3.7
43.12,-79.01,56963,3.5
42.9297,-78.5552,100438,5
43.1244,-78.9135,105733,5
43.0392,-74.2466,70435,2.5
42.934,-73.7154,317905,20
41.8904,-74.0928,51422,3
42.8209,-77.7209,126064,5
43.1945,-75.2593,103399,5
40.5421,-84.5925,92361,4
38.9228,-84.0335,1405470,80
41.277,-80.8395,17948,1
41.0846,-84.2898,1232996,49.9
41.109,-84.7163,1242931,49.9
40.8622,-75.8439,118773,10
40.3582,-78.6478,1452431,100
41.7383,-71.2685,47116,3.5
34.6952,-80.1443,1397306,75
33.8887,-81.3981,1395370,75
34.1277,-80.1498,43638,2
28.5858,-99.7344,4657819,200
33.309,-97.3709,3963293,245
39.0697,-78.274,1006648,75
37.0872,-77.4828,85422,5
36.5671,-79.0316,1041019,75
37.6804,-77.1595,234590,13
37.9162,-77.8658,289718,18.6
37.1441,-79.3566,1654819,80
36.6922,-76.5788,421228,20
43.54,-72.9558,38731,2
44.4255,-73.1605,84539,2.2
45.3855,-91.8251,69429,3
43.7472,-87.7645,37254,2.3
43.8636,-90.1558,34074,1.5
32.9833,-115.4819,125986,6
34.1722,-116.1541,323372,12
34.1899,-116.0916,255267,8.5
41.0316,-121.424,80156,3
36.3184,-119.214,61169,4.5
35.6293,-119.5747,419750,14.7
34.1689,-119.054,54443,3.7
36.5473,-119.4313,16233,1
33.2107,-117.1768,12336,1.4
34.6938,-118.2341,86791,2.3
36.9573,-120.0345,35591,1.2
35.8173,-119.063,1163273,55.8
36.1818,-121.0268,48324,4
37.1244,-120.1771,196078,7.6
32.1071,-110.8242,56971,1.9
39.526,-107.696,17419,1
38.4654,-105.2134,33999,1.8
37.4524,-105.8604,41696,1.6
21.4071,-158.1531,85320,5
33.1627,-104.3854,13256,1.7
35.2664,-106.6665,23084,1
35.0969,-107.6141,1196914,49.5
45.1134,-122.7933,45728,2
43.4996,-119.1441,237425,10
30.9919,-102.2718,3404623,110.2
33.2527,-91.6662,2564984,109.2
42.5681,-94.1019,2405355,100
41.8247,-90.1407,56249,2
42.5432,-71.8568,45636,3
36.0894,-77.7248,35077,2.9
34.6275,-98.9771,3102343,120
39.9258,-76.7837,494098,20
40.6172,-80.4677,325157,17.1
38.3148,-104.5733,88454,1
40.6141,-103.2339,10320,2
42.0467,-121.496,1110050,55
42.3553,-89.9352,59488,2
36.094,-119.0375,12553,3
32.7704,-115.784,3584552,148.7
30.6469,-86.9385,1051701,74.5
39.6954,-86.3153,213080,10
36.1495,-80.8188,77034,4.8
35.1661,-78.0859,99754,5
39.8475,-77.9162,386309,20
29.2436,-95.6579,2801730,120
44.2853,-90.9157,66198,2.5
37.3938,-105.907,42564,1.6
38.8988,-86.0269,1991,1.1
34.8688,-118.3601,1864200,151.1
29.7011,-82.3372,23845,1.6
30.9171,-87.3413,1057546,74.5
44.7765,-85.7009,60924,1.8
45.6422,-95.3529,28792,1
35.7385,-81.2113,346237,20
34.775,-79.3392,396826,20
34.773,-77.1862,97876,4.7
36.2171,-80.5518,83685,4.9
40.6915,-80.3242,25781,1.3
32.8689,-111.7718,26164,2
31.5561,-110.3207,309092,17.7
34.7465,-106.6542,151657,8
39.6827,-75.0103,27760,2.6
39.6807,-75.0037,23590,1.8
38.1749,-104.6307,233927,12.3
38.9342,-77.0025,5727,2.8
40.0767,-86.8969,94615,4.8
42.1755,-71.9867,37235,1.9
42.5838,-71.8963,23826,1.5
42.3602,-71.9629,98817,4.7
44.1231,-91.9009,31148,1
36.5108,-77.6783,138519,5
42.437,-76.4311,352859,18
41.4235,-74.1626,38461,2
38.1946,-122.6636,16490,1
42.0393,-72.6578,54417,5
38.5458,-76.8004,101579,5.5
36.4091,-78.5977,79149,2.5
40.676,-74.9122,33307,2
39.9039,-75.1255,67758,7.5
41.4092,-71.8391,75779,6.5
35.2295,-118.1934,124781,8.5
34.4075,-116.863,369464,20
33.5669,-114.918,81974,0.9
34.8644,-116.8271,795053,13.8
31.9016,-81.5922,575838,30
38.1922,-89.5583,2191049,99
40.0117,-86.8585,183269,9.8
30.0112,-90.0236,34378,1.1
42.4375,-73.1152,51884,2
42.5485,-71.1768,33108,2
38.4043,-75.6724,322077,13.6
43.0403,-83.933,1488195,50
44.0685,-93.5704,148028,7.4
44.2208,-93.4585,22632,0.8
36.3928,-79.6484,105979,4.9
35.4559,-77.1358,283715,15
36.373,-77.5719,495039,20.3
36.3959,-77.5928,388977,16.2
36.31,-76.1449,585500,20
41.1658,-74.7022,121616,8.2
43.1733,-77.8424,45944,2.5
40.6637,-83.8149,3172477,150
36.3157,-97.5818,294673,10
34.2767,-79.8734,20532,2
38.3834,-78.6427,37122,0.8
37.4422,-76.4687,378433,19.9
40.4263,-104.6439,32851,1.5
39.5428,-118.5609,422341,21.8
39.3844,-119.7505,74490,5.5
31.8515,-102.8684,2141579,100
41.7685,-111.062,1673132,57.6
33.2507,-91.9222,26836,1
41.8291,-73.0749,32450,2
41.7708,-89.8369,39935,2
42.0558,-72.0457,17585,1
42.0721,-71.6219,66009,4
42.5968,-72.4843,80638,5
43.7984,-70.7505,131917,5
44.1916,-70.0192,119561,5
40.2566,-74.3497,41840,3.5
40.1524,-74.6577,23788,1.9
40.9263,-74.4926,62646,4.1
40.3583,-74.4851,34506,2.5
40.5578,-74.4089,5473,1.3
39.3836,-74.4297,22012,1.8
42.7263,-73.6022,32940,2
43.4593,-76.4645,94819,5
32.4668,-97.0476,1593774,80
34.9035,-118.243,501866,20
35.8012,-119.1109,35025,1
36.0287,-119.0758,109317,5
36.8319,-121.4041,37230,1.5
36.1276,-120.1421,359003,18
37.9206,-121.7558,1561,1.3
36.1864,-119.3778,17068,1.1
35.4235,-119.6293,522003,19.5
34.4978,-117.4723,41336,5
36.659,-119.7328,56718,2.8
44.9782,-69.5368,128132,4.9
33.5685,-114.918,80901,4
39.5602,-119.5085,26217,1
35.3492,-113.9143,1715966,46
39.7238,-75.5455,20520,1.4
29.7575,-81.8968,1235344,74.5
28.0579,-81.2425,62088,3.8
27.9837,-82.0418,77721,3
32.5725,-84.2618,947782,30.5
32.5031,-84.2565,1643782,101.2
32.4213,-82.1056,822835,51
32.6053,-82.3206,56705,2.9
39.725,-86.3153,65894,2.5
38.9097,-86.9476,31142,1.1
40.483,-85.5716,45801,2.5
41.1764,-85.5041,84754,4.3
37.7512,-97.074,23861,1
38.752,-84.611,49864,2.7
38.852,-84.593,38248,2
38.8494,-84.5913,36728,2
42.6313,-71.798,29547,1.8
42.104,-71.697,19439,2
38.5891,-76.8768,235796,10.3
44.8049,-69.8382,88584,4.1
41.984,-83.8892,59941,2
43.4022,-85.4535,57725,2
43.429,-84.1193,57357,2
44.5041,-92.3598,78881,5
44.1827,-93.8754,133856,5
45.4859,-92.7742,27062,1
44.235,-95.6329,19405,2.7
44.7879,-95.3592,17861,1
32.549,-88.5783,85788,5
47.5476,-111.25,89193,3
35.705,-77.9331,171234,10
34.7573,-79.4253,83740,5
36.0923,-77.993,43391,1.9
35.7107,-77.913,50368,3.3
35.1955,-77.8945,40989,2
34.9101,-78.9174,55680,2
36.3629,-76.8605,145697,5
35.8639,-79.4254,91344,6.7
36.4726,-76.1575,1815944,60
34.9713,-80.0315,118388,5
35.8523,-78.2064,86205,5.2
35.698,-77.8817,146834,10
36.108,-76.5291,91981,5
34.4738,-78.6585,89907,5
35.5934,-76.7615,687782,80.6
34.8143,-77.2122,97121,4.9
35.5028,-77.9698,67014,2.4
35.0104,-80.0941,44924,2.2
40.7516,-99.7339,66243,3.6
39.5742,-75.0151,82592,4
39.8172,-75.1968,49623,3.7
40.1353,-74.1739,117597,7
40.6486,-73.5061,33456,1.8
41.7557,-74.9603,38590,2
44.7286,-75.3364,43373,2
41.7116,-74.5421,39403,2
41.001,-81.7508,30542,2.6
42.1644,-120.4101,1106546,47.3
41.6578,-71.6883,26500,1.8
32.8824,-81.1375,548975,20
33.3482,-81.2641,149683,7.2
39.066,-78.1376,235970,10
37.5701,-76.4739,297129,15
37.6706,-77.1686,409722,17
36.6582,-79.3043,166063,6
36.1482,-119.5891,449602,21.2
39.6991,-122.1754,39071,1.5
34.7206,-118.301,234133,20
36.382,-120.1345,497333,20
34.6577,-118.2979,1683704,85
35.1415,-117.9657,63433,3
35.2052,-118.0695,1763686,62
34.6156,-117.9366,68898,2
33.5363,-117.1968,91312,3.9
38.4362,-121.4663,74463,3.5
34.7237,-118.2803,1528490,100
33.6995,-115.223,6101184,125
38.3047,-121.29,112474,5
38.3047,-121.2925,109723,5
38.3095,-121.2923,115684,5
33.3409,-112.9507,3536603,154
33.0539,-111.341,873501,50
33.3313,-112.9234,2211857,100.8
38.7741,-104.7457,78572,2
39.6355,-104.6585,86256,1.5
39.1459,-108.3196,32288,1.5
39.7892,-104.5923,149385,3
43.0181,-116.014,2256488,80
45.7041,-109.5653,59329,2
33.12,-107.2903,40174,1.9
35.7885,-114.9798,2387970,93.6
44.1899,-121.2338,215153,9.9
45.0831,-122.9037,40962,2.2
32.7104,-101.8981,1293838,50
36.1267,-120.2433,44405,2.6
41.6778,-71.8999,12619,1
30.8332,-83.2199,40469,1.5
33.5684,-82.3025,46765,2
32.045,-84.1732,56838,1.8
40.7685,-87.7456,48374,2
41.1161,-88.863,53677,2
41.9528,-88.8319,37175,2
41.6947,-88.6593,54122,2
41.3964,-87.5948,117954,2
41.782,-70.9136,75925,3.5
42.4032,-72.1046,30256,2
41.6889,-71.0889,34300,2
42.0989,-71.4987,43504,2.6
38.9353,-76.7117,42750,2
44.7459,-69.7452,41935,3.2
44.7769,-85.6901,8658,1
45.4606,-92.8997,19776,1
44.2531,-94.2694,16745,1
45.4895,-92.85,21783,1
45.4018,-94.7249,24997,1
38.8925,-91.4239,106772,5.7
36.472,-79.5281,126102,5
35.8866,-76.3793,568675,14
35.9919,-79.5481,90315,4
34.3027,-78.8358,85733,4.8
34.2778,-78.0592,54087,4.8
36.3897,-80.7374,63976,3
34.9843,-78.5242,81616,5
35.0172,-78.102,33683,2
39.9279,-74.8145,108936,5.5
43.2333,-77.1524,38862,2
42.1987,-75.9288,66877,4.9
42.4667,-74.0988,33396,2
41.3637,-74.5008,45556,2
42.2375,-73.7867,75383,5
40.6406,-76.6052,17290,1
34.1999,-79.3858,175868,7
33.4424,-95.3022,10108202,250
36.6808,-78.8858,401271,20
36.6939,-79.6986,506517,20
37.3617,-76.7809,267536,20
43.1978,-90.2146,1146092,50
42.9925,-88.8622,1479672,75
34.5523,-117.4568,33871,1.5
34.1741,-116.1529,60191,2
37.7366,-120.9903,488240,25.8
36.1421,-119.5729,572357,20
36.6789,-119.7975,44540,1.5
38.5613,-121.2592,18548,1
35.8754,-119.4525,536845,20
38.0017,-121.7037,24844,1
34.0423,-117.3618,14491,1
39.2918,-121.67,30713,1.3
36.1261,-120.2478,26824,1.2
36.8256,-120.3184,97215,5
38.5837,-122.8645,32693,3
34.8365,-118.1478,24842,1
33.6898,-115.1977,4640996,100
33.8024,-117.023,88997,4.2
34.0156,-118.1936,42200,5.5
40.6319,-103.1956,46615,1.6
39.7849,-104.5855,39604,1.5
36.3922,-114.9647,539032,20
31.9782,-106.4273,303447,10.4
27.9144,-82.053,1505259,74.5
33.7188,-115.3719,62529,132
39.8992,-104.6655,172647,9
33.3204,-100.9842,6131641,252
34.6811,-118.319,375767,20
31.3317,-85.7295,187820,10.6
34.4401,-91.4417,1312599,81
39.783,-75.5499,17570,1.3
30.5196,-81.684,161445,7.1
27.5711,-80.5702,1226022,74.5
27.5989,-80.5333,1265228,74.5
27.6632,-81.972,1305716,70.3
29.0095,-81.0978,694685,74.5
25.6444,-80.4882,1075657,74.5
30.2325,-82.2513,1148059,74.5
33.0351,-82.1058,1252902,76.5
32.8273,-81.9821,499886,20.2
30.8323,-81.5568,433621,30
31.2742,-81.4468,260651,17.7
31.5591,-84.0845,447980,31.2
31.2787,-84.2225,4285193,171.4
33.4335,-82.1933,36871,1.4
32.4936,-84.8617,37920,1.5
32.8954,-84.8932,83690,2.3
32.183,-84.1486,33864,1.4
32.0576,-82.873,54250,1.9
32.7779,-83.7589,26836,1
32.5937,-83.5,4963766,204
31.1839,-82.3235,100541,3
32.861,-83.3107,61466,2.3
37.8343,-89.0419,47086,2
41.8234,-88.3381,32043,2
39.8386,-84.8196,150829,7.5
40.2778,-86.0759,95007,5.3
39.8538,-85.402,32576,1.1
38.193,-86.9659,24068,1.1
41.6979,-85.6884,31587,1.5
40.1402,-86.2117,15973,0.8
39.5952,-87.474,105180,5.2
37.6551,-98.705,145019,6
42.5822,-72.5172,60455,4.1
42.2521,-73.1072,84362,5
42.4736,-71.5513,63851,4
41.8519,-70.5708,97009,4.5
41.8074,-70.722,102743,4.4
41.8381,-71.0908,59435,3
42.2813,-72.3848,21803,4
42.4933,-71.7714,18417,1.5
42.3314,-71.7714,8592,1.5
42.4193,-72.1141,35970,1
42.0229,-71.5999,24080,1
42.6019,-72.0394,37487,2.5
42.2413,-72.036,84776,4.3
42.2256,-71.8747,38381,2
42.6033,-72.3427,57642,5
38.1705,-75.6937,135446,75
39.4443,-76.5197,18173,1.2
39.5027,-79.3913,21854,1.2
39.6936,-77.3148,43888,1.7
39.0364,-76.0494,30047,1.7
39.4994,-76.1455,23577,1.7
39.4952,-76.1467,41569,2.3
38.9487,-76.3015,47972,2
39.437,-76.2228,33636,2
39.4206,-76.4,39018,2
42.3323,-85.047,58944,2
45.3363,-93.7918,60871,5
45.4775,-94.1216,114848,5
44.0826,-93.2851,155404,5
45.061,-93.9803,119081,5
45.4593,-92.9016,26196,1
45.3169,-92.8004,31210,1
43.9756,-92.0317,47645,2
44.9556,-95.3597,26484,1
44.9463,-92.8106,26198,1
45.8468,-95.1492,24074,1
44.0376,-92.6898,23401,1
45.4816,-92.7827,24024,1
44.5235,-93.4061,100485,5
44.7826,-95.7855,18902,1
44.8048,-95.2067,23900,1
45.4725,-92.8996,24829,1
44.7864,-95.0935,22899,1
44.0351,-93.5116,21593,1
44.1056,-93.5333,20223,1
46.9689,-96.5028,27618,1
37.9866,-91.7165,44568,2.8
37.8049,-92.2528,54012,2.8
39.7884,-93.5362,47974,2.5
38.8269,-90.678,75360,4.5
32.4487,-88.5604,1445295,52.5
34.7235,-77.3503,223713,12.8
35.4801,-77.9757,100745,5
35.3689,-78.8032,90515,5
35.4734,-82.8906,27073,1.5
35.3772,-81.7951,36407,1.9
35.2277,-81.1899,84000,4.3
34.2908,-77.9751,33882,1.6
35.2177,-77.6418,93367,5
36.325,-78.6212,98314,5
35.7012,-78.3268,33879,2
35.0123,-78.3506,104750,4.9
35.3501,-81.8188,73721,3
35.2196,-81.3316,40119,1.9
36.5166,-78.0324,497067,20
35.4793,-78.3367,37752,1.8
36.4416,-77.1357,226071,13.5
35.2574,-81.5056,68313,4.9
34.7048,-79.5259,31344,1
35.8145,-77.4941,2182965,81
35.59,-81.1652,1120031,69.3
35.3211,-81.3438,389878,25
34.7836,-77.4992,97674,4.9
36.2866,-80.6596,462625,22.6
34.7104,-79.3552,140890,5
36.2722,-79.7923,93832,5
36.1776,-77.7154,1463709,74.9
40.6032,-98.4374,41123,0.3
40.352,-74.1893,62109,3
40.487,-74.5195,16003,1
40.7568,-74.3399,69310,4.5
