ylat,xlong,p_area,p_cap_ac
35.4372,-78.1066,36817,2
35.4032,-78.0535,103487,5
34.6702,-79.198,86074,2
34.929,-79.6536,79818,5
38.9773,-74.9068,23006,1.5
40.8372,-75.0651,133578,10
40.0903,-74.2652,13271,1.2
41.1536,-74.6381,117215,7.8
40.4511,-74.8679,116916,8.4
39.5372,-118.5641,598247,20
43.3206,-77.7439,94431,6
42.2916,-74.0054,30491,1.6
43.1847,-75.4335,42380,2
41.7959,-75.0629,37405,2
40.5432,-74.2373,35597,1.7
42.8112,-78.8541,32143,2
42.0975,-78.4433,26939,1.6
42.4676,-76.6544,38042,2.2
44.7259,-73.4648,72940,3.7
44.7287,-75.3327,30731,1.5
42.8413,-73.9163,15961,1
35.2265,-97.3605,38678,5
40.6163,-80.4584,142172,17.1
41.5567,-71.5074,492276,40
33.7743,-81.1098,255488,10.2
33.6181,-80.3631,47095,2
34.1081,-80.1281,50013,2
33.8878,-79.7836,45868,2
33.6193,-96.6286,144943,5
44.0777,-73.2178,80635,2.2
36.3954,-120.1078,346423,15
37.2285,-121.7387,29517,3.1
36.2648,-117.9954,51897,4
36.0645,-119.559,46544,5
34.8185,-118.3971,5820081,314.4
39.5231,-107.816,33374,1.5
40.2669,-103.6578,37092,2
39.7868,-104.591,34757,1.5
21.3378,-158.0108,282174,20
35.6584,-105.1837,29203,1.5
36.5445,-105.2769,26976,1
37.044,-113.6277,30188,2
39.3841,-75.7591,908804,50
30.8505,-87.346,1044220,74.5
27.9451,-82.0677,401698,23
31.8089,-82.5805,371341,21
32.1764,-81.1727,26594,2.2
30.9115,-84.2285,38660,2
34.0279,-83.7572,42468,2
38.3164,-88.7542,52090,2
39.6055,-90.2251,37978,2
41.6738,-88.6615,95762,2
41.2167,-87.9171,35025,1.5
37.5473,-95.8178,39402,2
42.4822,-71.7172,70707,3
42.5819,-71.7602,17826,1.9
42.2016,-72.3221,20005,1.4
42.3521,-72.5386,40049,2
42.4313,-71.986,40170,2.6
42.0541,-71.9753,57677,3
42.6818,-72.0763,49143,3.1
42.3926,-71.9293,41307,2
41.8781,-71.1615,44357,2.5
39.6079,-79.3284,46505,2
39.5606,-76.0577,96636,2.1
39.6936,-75.9188,23150,1
45.2475,-69.0143,57536,4.5
44.4811,-70.1701,47407,3.3
44.0506,-70.3071,54828,4.9
45.1013,-70.3437,82018,5
44.791,-94.0823,26484,1
44.3368,-93.9158,20518,1
44.7824,-95.3622,50532,1
43.9802,-95.8726,25090,1
44.2322,-93.9775,27699,1
44.6135,-95.6408,24650,1
43.8944,-92.8682,23174,1
45.2722,-93.8316,23330,1
45.43,-94.0259,24354,1
37.2463,-93.167,102703,4.9
30.4466,-89.5048,1753955,78.5
35.4418,-77.8494,44906,2
35.3953,-77.7031,36872,2
36.1268,-78.1529,39854,2
34.8959,-77.8096,90229,4.9
34.561,-79.2806,101609,4.9
35.7557,-81.2348,82663,5
34.9561,-77.9848,40309,2
35.3028,-79.7017,98578,5
35.9043,-80.4183,99450,5
35.3973,-78.5112,63914,4
36.4684,-77.5938,119446,5
34.3097,-78.8339,86177,4.9
36.2466,-77.0827,138729,5
35.7765,-77.8805,99800,4.9
35.7975,-78.1414,150273,11.7
35.1606,-77.1086,103059,5
35.8795,-81.1812,87926,5
34.5869,-78.96,79088,4.9
34.7856,-77.6388,30851,1.9
34.6872,-77.5451,30388,1.9
40.0058,-74.7304,121723,7
40.2925,-74.8557,79723,4.1
40.0649,-74.5829,108901,5
42.2851,-76.954,93747,4
41.7137,-73.8859,41450,2
41.7596,-74.6707,33591,2
41.4283,-74.3976,77979,3.4
42.3543,-78.8563,115572,5
41.3455,-74.5621,18226,2
41.314,-74.5267,18027,1.4
43.0932,-78.7531,85279,5
41.6667,-73.9691,37392,2
42.8577,-76.7997,90003,5
42.4642,-74.078,34566,2
43.0204,-77.7135,82965,5
42.9471,-76.7858,44179,2
43.1967,-76.1157,95235,5
41.8078,-73.9036,23169,2.1
43.2025,-75.4,18509,4.8
41.7974,-71.5469,19350,1.6
41.3854,-71.7414,57779,4
34.1441,-82.1737,48452,2
34.0716,-82.2264,36170,1.5
35.1487,-88.5547,324072,15.8
32.2652,-98.208,287941,9.9
29.2836,-99.625,4090785,203.5
31.874,-96.9561,12310239,250
33.1558,-97.2547,46340,2.5
38.4025,-112.9881,59215,3
38.2883,-77.8406,976244,62.5
43.2813,-72.5986,52389,2.2
42.5781,-89.039,97656,4.4
35.4028,-119.0381,19331,1.1
35.9807,-120.1023,694586,19
36.266,-119.1283,57857,3.5
37.2673,-120.4833,50986,1.5
34.5538,-117.3697,96515,7
36.4928,-119.469,31092,1.6
38.5769,-121.2946,13862,1.1
36.1759,-119.5608,90799,4.1
35.696,-119.8085,29887,1.9
33.3422,-112.9199,2740776,170
38.957,-104.8065,117031,5.2
39.9827,-104.941,32933,1.8
45.5599,-123.0715,41986,3
44.9303,-122.9369,24507,1.8
45.1029,-123.413,59745,3
34.986,-118.9041,36593,1
42.5859,-73.8654,47368,2
29.2408,-95.4217,5947191,202.8
38.0374,-86.789,1174500,50.4
42.2509,-71.9504,15974,1
38.5172,-76.0206,69774,3.2
34.5811,-78.9445,64535,4.3
36.4181,-76.3667,343380,19.6
36.1263,-80.7992,82400,4
35.0014,-78.1253,1124788,64.8
29.8902,-82.6868,1951294,74.9
36.055,-77.7422,82405,5.2
42.1873,-76.8456,30185,2
42.6115,-121.8626,235881,9.9
34.6014,-78.9718,34656,2
36.2908,-79.6236,90695,5
35.2558,-107.2485,223799,7.6
34.6951,-118.0626,20640,1.5
37.1205,-120.3245,447630,20
41.8919,-72.9892,17418,1
26.8589,-81.7265,1333364,74.5
27.6221,-80.7856,1214263,74.5
39.521,-87.1806,119114,5.2
41.6863,-86.1217,46476,2.6
41.5934,-71.0186,97600,4.6
42.2376,-71.6861,13159,1
39.4356,-76.2234,21414,2
43.0998,-82.6997,32185,1.9
42.3243,-83.6947,20261,1
45.1149,-93.8139,54970,2.3
44.3962,-92.6091,58038,1
31.2774,-89.3032,788869,50.6
35.452,-79.1842,91235,4.9
34.7126,-79.3021,89327,4.9
34.5834,-79.0322,108304,5
34.9616,-78.4708,48060,2
36.4306,-79.3495,95046,4.9
35.4757,-77.1114,67927,5
34.8975,-77.7951,87992,5
35.2204,-79.5183,76203,5
35.5934,-79.0303,70054,5
40.7252,-75.0601,123026,8.8
39.5032,-74.9644,89391,5.9
41.8014,-71.5585,19906,1
41.4923,-71.6189,52282,3
33.6144,-96.6903,156193,5.3
33.5008,-96.3763,300452,10
37.2689,-121.8611,15573,1.7
35.5909,-119.4048,36274,1.5
35.4709,-120.6351,23468,1.1
40.3858,-104.5496,54159,3.5
32.921,-106.0737,129140,5
36.2749,-115.9723,242077,14
42.1702,-73.0246,73966,4.7
39.6875,-78.1088,35613,2
34.9687,-79.2132,105759,4.9
35.2007,-78.0847,120644,5
34.9704,-77.9738,72219,4.5
35.9224,-80.8392,90626,4.9
40.5217,-75.0123,50253,3
34.554,-117.3767,586986,20
32.1686,-107.7556,201597,9
38.9462,-76.0807,25738,1.5
33.8791,-117.8887,25565,1.9
36.0169,-76.8816,128086,5
42.8345,-73.8977,59144,3.5
40.9362,-76.0399,41100,1.8
34.0511,-117.4467,46148,4
35.6447,-105.2073,111244,5
38.8743,-77.0083,9711,1
39.2309,-76.4703,24891,1.3
40.5341,-74.2738,92844,6
41.2943,-74.5541,39486,2
33.9109,-118.0489,31458,1.8
33.4347,-111.983,11431,1.1
32.1648,-110.8163,15188,1.1
42.0996,-88.0305,14028,1.1
41.7538,-87.7893,13155,1.5
39.7759,-86.0427,61574,4
39.8766,-75.0083,10219,1.1
40.2047,-74.5807,65995,2.6
39.4806,-74.5161,21386,2.1
34.0876,-117.5873,26682,1.3
33.4294,-112.0449,34045,1.6
35.444,-119.1867,21008,1.6
34.2093,-119.1344,31152,1
38.1343,-122.5756,12155,1
34.306,-89.9846,106884,4.8
42.1553,-79.6029,64083,4.7
34.0491,-117.4602,17117,1.1
36.2773,-119.3171,11041,1.1
31.4576,-83.5583,81960,1.9
34.2546,-84.8358,53517,2.6
41.0351,-93.3295,34759,2.3
32.849,-91.7887,2179786,98.1
39.6387,-77.793,24167,1.8
44.2468,-69.8012,64598,4.9
42.9746,-78.2063,24048,1.6
41.5655,-83.6951,32903,2.4
30.2046,-97.6686,23426,1.8
42.6494,-87.8452,68069,2.3
43.1071,-88.227,37741,2.3
36.299,-119.5001,50388,2.9
36.1225,-119.4477,19259,1.2
36.4533,-119.319,36291,1.8
35.528,-119.3107,53891,2.3
44.6617,-69.992,60547,3.6
40.4791,-74.4383,27207,1.2
43.2887,-77.8589,83578,4.4
29.9485,-94.8534,2758132,109.9
37.9693,-78.3983,221933,13.3
37.5447,-76.6084,1695052,54.9
44.9427,-92.8558,13945,0.9
35.0987,-79.7334,30278,1.5
40.6841,-74.4044,16475,1
40.9016,-74.0932,13803,1.2
34.5096,-117.3873,32421,1.6
35.0008,-118.8983,34138,1.3
36.9028,-85.7169,1035825,55
43.9592,-69.7108,70499,5
43.4352,-86.3526,485726,20
34.9014,-77.7836,34916,2
34.8328,-106.7722,154117,7
41.734,-71.5282,227699,16.2
41.7626,-92.7155,66785,3.9
39.8235,-84.9481,95056,6.1
39.5955,-79.3883,52914,2
44.3289,-69.8198,15950,1
42.9644,-84.1436,504660,20
44.5455,-94.2229,15765,1
42.9633,-73.5973,366305,20
42.9672,-73.5712,283596,20
42.839,-77.7215,50580,5
43.0274,-78.9239,66125,5
34.493,-82.6741,38754,2
34.9821,-117.892,28742,1.1
33.7556,-117.1986,103142,3.4
45.3831,-122.0791,264624,10
39.2961,-76.4898,14029,0.8
44.3913,-75.4429,41961,1.5
29.2717,-98.4455,1135610,40.7
32.2006,-86.3302,1445346,100
41.4336,-71.8205,95847,12
27.2907,-80.5442,1077134,74.5
30.2962,-83.3007,1674758,74.9
33.6761,-83.6767,463770,30
32.1872,-82.5343,1777652,80
41.4552,-87.7516,21109,1.6
39.6998,-86.3224,187490,7.5
41.716,-70.9745,29595,1.6
42.1476,-72.4982,52983,3.5
38.9274,-76.7062,46684,2
39.6287,-77.8746,53329,2
38.9147,-76.6959,34563,2
44.5408,-68.365,209128,7
45.6502,-95.5331,14262,1
43.9176,-92.8625,26645,1
39.278,-92.1464,750159,30
36.2882,-78.989,55087,2.5
35.1547,-79.6354,809993,47.7
34.999,-84.1574,15809,0.9
35.6554,-81.1838,91935,5
36.4202,-77.1004,115261,5
35.2313,-81.5648,17765,2
40.5594,-74.7121,134203,7.7
42.4345,-73.8098,88773,5.6
42.2485,-73.7394,92862,5
41.7558,-73.8742,33431,2
43.0992,-75.7665,59326,3.3
42.8239,-73.947,65031,4.6
43.0614,-89.258,182212,8
33.8911,-116.5431,78292,4
36.7346,-120.6147,14322,1
36.6479,-120.2462,21515,1.3
40.5928,-105.1475,65846,3
38.6639,-107.9974,157113,7.8
43.319,-121.008,266737,9.9
45.3492,-122.4295,39457,3.1
42.0333,-72.5048,14906,2
38.5365,-106.077,30876,3
35.3201,-81.7658,33258,1.5
32.6606,-115.6607,2741905,130
34.4008,-101.596,10142681,500
30.9591,-103.3528,824210,29.8
42.109,-72.3382,33708,2
42.6104,-72.4752,39256,1.9
45.2679,-68.9898,309731,20
34.9676,-78.3546,86745,5.3
36.1485,-80.6565,91237,4.9
36.4854,-78.9216,77152,5
35.7949,-114.9649,3546586,154
38.5484,-77.7801,374877,20
32.1038,-110.8208,237862,5
35.1816,-106.8107,245942,1.2
41.2073,-87.9278,41638,1.7
39.0444,-84.5831,13773,1.3
40.6913,-74.1966,12587,1.4
40.5813,-75.3552,55726,2.6
39.2727,-76.5484,19989,1.5
39.2732,-76.546,14057,1.5
44.3629,-92.0224,31609,1
42.9199,-76.6046,85164,4.9
36.9894,-120.8783,73205,3
39.2733,-76.5444,14505,1.5
40.5355,-74.3913,52582,3.8
34.5092,-117.1538,29298,1
34.6551,-118.0511,57613,2
41.8326,-71.9224,302382,20
36.41,-77.0478,235832,16
40.0911,-74.8086,35364,2.6
43.9333,-75.8721,39779,2
43.2014,-78.9485,57652,5
43.0735,-74.3211,123809,4
40.1527,-76.5813,47552,2
35.8554,-119.0685,474176,20
35.8447,-119.0664,485220,20
33.0104,-116.8721,31317,2
41.328,-87.6109,58368,2
41.6621,-71.0424,20013,1
38.9006,-76.6869,42243,2
39.2704,-76.5509,30073,1.5
44.3166,-93.8953,32151,1
35.5178,-77.0879,88921,5
36.4129,-79.3155,113428,5
35.1787,-81.6651,59298,4
36.2686,-77.0606,80379,5
36.4173,-77.6556,207487,15.8
43.0595,-75.9358,85614,5
36.2213,-119.8299,678971,20
33.597,-114.572,13490,1.5
33.2331,-117.0015,102751,5
35.4422,-119.0933,16709,1.3
34.0902,-117.3562,10344,0.9
42.2647,-72.0725,18402,1.5
42.9533,-85.9012,49205,3
45.4861,-92.8759,26429,1
44.0902,-93.5541,24511,1
31.4013,-89.5004,1271931,52
35.3521,-77.4713,85413,5
34.762,-79.5026,91854,4.9
34.9692,-79.9429,93445,5
35.1485,-76.8098,81537,5
35.6876,-78.0263,73688,3.8
34.8158,-79.1948,86961,4.9
40.5234,-74.8438,68439,4.7
40.5389,-74.5317,39689,2.7
44.0677,-121.2281,204128,9.9
40.1989,-76.161,72021,3.6
34.6577,-82.5023,23762,1
34.2745,-79.8862,50700,2
45.7358,-90.4679,82232,2.5
32.7934,-115.7815,91830,2.9
20.7389,-156.4333,41685,2.9
43.7981,-117.0629,307234,10
42.2391,-121.5856,365404,10
43.9991,-117.1005,129799,4.5
30.9342,-86.2452,1346907,74.5
42.3466,-90.011,75220,3.8
39.2219,-76.4832,37776,1.6
43.5455,-70.9074,53000,3.5
44.4692,-93.1306,23995,1
36.4224,-78.1524,41275,3
34.5442,-79.2997,86445,5
35.3132,-79.6921,91029,5
34.966,-79.6101,107824,5
35.8644,-79.5823,44766,2.6
41.9268,-71.5782,185120,8
31.0336,-96.9235,11483249,250
43.6046,-73.1902,53475,2.2
34.6008,-117.6423,61009,2
34.6544,-117.9733,32453,1.3
33.2462,-115.4971,382874,23
34.768,-117.3233,30397,1
40.1222,-122.1894,132592,8.4
33.6961,-117.2167,49336,1.6
35.0812,-119.3182,130124,4.5
37.361,-120.7194,32908,2
39.7674,-104.5897,36949,1.5
39.7522,-104.6656,31828,1.5
39.5861,-119.5232,580968,54.6
41.4381,-71.7791,127688,10.6
42.0311,-72.5042,13125,1
30.1094,-85.3954,411477,74.9
27.6177,-80.7932,1199910,74.5
34.6,-117.9491,98912,3
41.9441,-71.8843,43675,2.4
38.8524,-77.0092,15913,5.9
39.2795,-75.6224,18792,1.2
30.1225,-83.561,78161,5.1
26.6873,-81.3163,1269895,74.5
26.367,-81.044,1090883,74.5
33.3873,-82.131,549424,30
33.8449,-83.6971,49021,3
31.561,-84.894,2252684,106
42.0631,-89.4343,35623,2
37.9025,-88.8772,49703,2
40.0524,-85.7334,88508,5
38.2712,-85.9853,31277,1.1
29.9748,-90.7339,688064,20
42.2043,-71.5294,31562,2
42.427,-72.7687,80840,4
42.2521,-71.4262,31077,2.4
42.0983,-72.2907,26955,2.5
42.0983,-72.2894,18488,2
41.7837,-70.693,16988,1
41.7825,-70.6907,23803,1.5
41.7823,-70.6878,21741,1.5
42.0577,-70.9828,50856,2.3
44.0938,-93.7097,34192,1
44.6694,-93.5052,29425,1
45.6666,-95.4021,20686,1
44.2466,-92.5451,23774,1
39.0949,-93.211,46423,2.8
35.5108,-78.2907,89794,5
35.4153,-78.6902,76914,4.9
36.3932,-78.331,83590,5
36.2664,-78.365,103577,5
34.9614,-77.9804,94462,5
34.3077,-78.2236,59313,4.5
36.083,-79.243,50713,3
35.8201,-77.308,148131,10
35.7361,-78.3547,87988,5
35.2996,-80.4963,1519444,74.8
36.1272,-77.4087,92243,3
36.4692,-77.5975,118151,5
34.9822,-79.2649,79860,5
34.5445,-78.7518,665705,35
35.362,-77.8959,88745,4.9
42.8229,-73.8485,102654,4.7
42.985,-76.06,42255,2
42.5058,-76.2876,39054,2
43.1033,-77.3454,32476,1.4
42.8819,-73.8786,63939,4
42.4521,-76.1218,95387,5
42.4498,-76.122,76955,5
43.0052,-74.1857,94473,1.5
42.5394,-78.163,40672,2
42.9944,-74.3144,42400,2
44.4892,-75.2442,47784,3
43.0172,-77.7986,72206,4.5
40.141,-84.2305,28874,1.8
41.4413,-71.7142,66107,4
41.9861,-71.5848,20315,1
41.5784,-71.2796,69255,4.5
34.3373,-80.0813,51223,2
34.3709,-80.0252,40118,1.1
35.1674,-88.645,221995,8
36.6112,-77.2091,2939023,103.6
44.4803,-73.1726,59507,1.3
35.211,-119.3875,39783,1.5
35.315,-118.8103,419694,20
33.0196,-116.8606,50130,3.7
32.8255,-115.7753,171492,6
39.9149,-108.3851,115567,4
35.1526,-106.5471,23356,1
43.9627,-117.2588,246560,10
45.1686,-123.1351,22372,2.2
42.031,-121.6111,192056,8
27.792,-82.0001,850631,60
26.4252,-81.0338,1088778,74.5
27.2563,-80.554,1087207,74.5
32.9797,-82.5919,122522,7.7
32.3877,-81.8197,58705,3
32.3877,-81.8166,58171,3
33.3116,-82.0822,58021,3
32.933,-84.2757,57597,3
42.7211,-93.2064,131002,7
40.892,-90.6676,830052,35
41.8679,-70.9595,36315,2.7
41.664,-70.877,73563,2.9
39.6857,-77.6436,35376,2
42.4715,-86.0951,351151,20
44.1028,-92.7452,28417,1
38.2737,-94.3528,45068,2.8
32.5182,-89.7301,5039729,175
35.8683,-77.9542,24620,1.2
34.4758,-79.0971,63006,3.5
35.6281,-81.3264,120375,5
35.9479,-78.2514,74350,4
36.081,-78.3536,86261,5
36.4312,-76.0842,429567,20
34.7139,-79.3535,60481,3.5
35.5419,-80.364,60889,4
35.9504,-79.3614,49412,3
35.5857,-81.3161,84395,5
35.3054,-81.6969,68436,4.5
35.3299,-78.6144,85750,2
35.6634,-78.5215,65347,4
36.1206,-79.5221,75847,5
35.204,-78.6797,113965,5
36.4611,-80.6006,81186,3.5
35.299,-77.5547,39617,1.8
35.0721,-78.808,68207,4
35.8337,-80.5743,250234,15.4
35.0585,-77.8525,98192,5
36.2721,-78.6538,93164,5
35.5316,-79.7864,80300,4.5
39.9222,-74.8067,20100,1.3
40.4566,-74.329,24473,1.3
44.6721,-74.9499,45795,2
42.8651,-77.0496,40553,1.8
43.0643,-74.7291,134692,5
42.2086,-73.9916,36939,2
42.9825,-74.2736,113287,5
42.5514,-77.9646,99639,5
42.358,-77.3035,96576,5
39.8618,-76.2217,109514,5
40.7605,-75.2384,78919,2.8
39.8669,-75.6676,31418,1.3
40.2156,-79.6453,40138,3.3
40.9868,-76.7922,339801,20
41.7925,-71.5542,37572,2
34.9524,-81.9842,60283,3.6
31.3252,-97.0938,2437246,100
43.5799,-72.9531,30537,2.2
42.9502,-90.3286,2403630,150
33.6661,-114.6569,32527,1.2
37.2687,-120.4833,50425,1.5
37.6942,-105.9198,633315,30.4
37.3038,-108.5794,50213,2
39.9,-104.6734,29785,1.5
38.4973,-113.024,1976018,80
37.8082,-113.0892,58372,3
38.023,-112.7303,60723,3
38.2893,-113.0091,58826,3
31.2268,-85.0753,1597230,70
31.8857,-84.0297,2954723,165
44.7942,-69.7359,109989,5
35.9056,-78.1865,82667,5
40.9208,-72.7431,46059,1.3
39.4954,-83.0446,5413017,274
41.66,-84.2733,1965706,107
40.4418,-83.4664,6164403,325
36.9305,-79.2317,626480,42
43.7911,-72.4976,69573,1.8
37.1097,-120.2983,18849,1.1
36.6566,-119.5875,10768,1.5
45.2688,-122.3291,35010,2.3
41.9252,-88.6719,58119,2
33.0068,-113.505,3282609,179
40.8801,-83.3175,261524,10.1
34.6438,-118.1621,105083,4
26.7579,-80.3354,1119063,74.5
40.7468,-92.4369,30231,1.6
43.859,-91.3243,15332,1
34.831,-79.121,40774,4.9
35.3408,-79.9925,37279,2
33.1654,-115.5406,524049,30
40.2299,-105.0311,193358,6.5
42.936,-77.4712,29792,1.4
33.6372,-92.7034,322070,12.5
27.9255,-81.7776,99938,7.3
27.8708,-80.5268,1226716,74.5
27.2223,-80.543,1230187,74.5
27.4876,-80.4426,1067999,74.5
32.6254,-83.3788,359438,20
32.2871,-81.2838,385131,15.7
42.188,-72.3631,42849,2.5
42.2595,-72.4003,20038,1
41.8015,-70.551,51412,2.5
42.2712,-72.2102,96962,4
42.6018,-72.354,72779,5
42.1467,-72.0044,29684,2
39.4356,-76.2211,36396,1.4
45.4043,-94.831,21314,1
44.9453,-94.0823,68510,3
36.1408,-80.6104,62879,3.5
35.7332,-80.7636,101809,5
34.8087,-78.9514,121163,5
34.991,-80.0972,104086,5
34.7168,-79.315,81981,4.9
35.5131,-80.4569,121456,5
34.6802,-77.9777,1564664,70.1
35.22,-79.5339,65654,5
34.3211,-78.2074,101677,5
35.8609,-79.5801,82440,5
39.4885,-75.2219,139387,6.8
42.0274,-77.5577,71616,7
33.5739,-80.8372,18564,1.2
45.728,-107.6357,107401,3
36.4001,-114.9019,1064416,79
45.6798,-118.8503,125922,6
45.4308,-122.2845,38995,2.2
39.7358,-75.5126,19369,1.2
41.361,-70.5211,17472,1
35.8903,-78.1823,80368,5
34.8567,-79.1052,80293,4.9
35.3085,-79.7204,99308,5
32.9114,-80.6961,55296,2.5
28.8706,-97.6983,266652,10
33.2106,-117.1783,10117,1.1
32.101,-110.8157,128673,5.1
42.5179,-73.8348,330002,20
33.9125,-118.0419,14896,1
42.6248,-71.1819,23981,1.7
37.3342,-121.8825,16413,1.7
33.7497,-118.276,7557,1
39.7885,-75.2447,20608,1.1
36.1314,-120.2526,25870,2
33.8659,-117.2218,19141,1
34.0947,-117.2669,19537,1
34.05,-117.5918,41146,1.5
42.3931,-72.5203,8685,0.8
44.2267,-93.4203,22972,1
41.265,-73.9585,20715,1.8
33.7629,-118.2866,18326,1.8
33.7622,-118.2884,30887,2.9
39.4477,-76.6338,12484,1.9
40.3702,-74.5824,39220,3.6
30.2161,-97.6188,137787,1.9
37.2292,-78.2734,44253,3
33.912,-118.0524,22227,1.3
40.0876,-74.8383,50473,3.9
42.011,-72.515,19142,1
41.8607,-72.5898,25607,1.2
39.8899,-86.2535,35198,2.7
29.9927,-90.0286,16673,1.9
42.5613,-71.1368,22885,1.6
42.5442,-71.5862,31071,2.2
42.0195,-71.0543,57926,3.8
39.4734,-76.1982,28547,1.6
40.8145,-74.4761,15324,1.3
41.0776,-74.1528,14479,1
40.5831,-74.2573,24410,1.9
42.0045,-76.6179,21259,1.6
42.0827,-79.3602,28379,1.8
41.6325,-71.4962,47197,5
34.2441,-118.4777,67448,4.4
33.7925,-118.2526,19507,1.3
37.7119,-122.1504,20253,2
38.6826,-121.7208,24895,2.3
34.3018,-118.8329,26090,2.6
41.5493,-73.0242,40550,3.4
41.8604,-72.7236,35082,2.8
38.8647,-76.9946,8876,1.1
30.5157,-86.5254,773964,30
41.9143,-70.8013,13904,1.5
42.2967,-71.4352,1672,1
39.4838,-76.2293,29672,1.4
38.911,-76.8942,16142,1.1
44.8811,-93.2072,30335,3.2
34.9877,-78.1374,94186,5
35.3257,-80.9971,16955,1
40.2646,-74.2782,2415,1.4
40.3759,-74.4904,45889,4.6
40.699,-74.3035,8195,1
40.3136,-74.5025,66541,5
39.8231,-75.2166,51966,3.8
40.5067,-74.3243,30229,2
41.2204,-73.7203,27655,1.6
29.5885,-97.9797,45166,4.9
37.6699,-121.8736,8967,1.1
34.013,-118.2419,12632,0.9
37.9095,-121.1951,18281,1.1
35.4056,-118.9732,37755,1.1
40.9523,-74.1956,18920,1.4
33.9221,-117.9393,13004,1.2
39.9059,-86.2625,38422,2.7
41.9479,-70.6873,8646,1.1
40.8184,-74.0175,22096,1.6
40.3139,-74.4842,26740,1.9
32.7536,-117.035,12733,1.2
41.2941,-88.3843,47031,2
40.3625,-74.4797,30797,2.6
33.1321,-80.2626,78444,6.5
44.3221,-73.1975,46104,2
35.9086,-89.8191,4831934,175
41.3374,-89.3015,316484,20
44.2994,-93.2391,17452,1
34.0433,-117.0971,31599,1.3
34.1226,-117.9394,43064,2.5
33.0116,-116.8748,111465,5
44.6262,-69.4402,2468019,110
39.798,-86.2227,192144,8.8
34.5001,-78.6896,90317,5
35.7559,-79.7905,41743,2.6
42.4457,-78.6364,85255,10
30.7079,-96.0732,4230175,210
30.9576,-97.1441,11043086,250
37.8858,-112.8943,2058532,80
34.1315,-118.7012,55226,3
45.0864,-123.4228,74689,2.2
27.0741,-81.839,799886,74.5
35.8753,-76.7102,109708,5
37.8266,-113.1121,4354386,120
32.9671,-115.5327,20475,1
34.665,-118.2868,18210,1.5
38.7573,-75.6021,29159,1.3
30.8782,-85.3998,1444034,74.5
26.788,-80.3511,1536460,74.5
34.7127,-84.9186,117762,5.5
42.3321,-71.9901,75766,5
44.0244,-92.6421,26448,1
35.909,-81.1525,30068,1
35.1999,-81.411,82893,4
35.9222,-77.676,67610,3.9
35.5391,-79.8033,74561,5
35.8065,-77.3003,86260,5
36.0797,-78.8236,92217,5
35.2939,-80.2351,832652,50
40.7887,-75.1049,52232,2
41.4607,-74.504,37060,1.9
43.2023,-78.6452,144150,5
44.4921,-75.2444,63940,5
43.0597,-74.8898,37955,2
44.6802,-74.9726,59211,4.4
44.9706,-122.8033,37224,2.2
39.7651,-79.3021,272622,15
41.6161,-71.6581,268640,24
28.6934,-96.4958,4242628,196.3
29.3286,-95.8354,7958191,430
37.5296,-77.9615,77138,5
38.0067,-76.6079,223072,14
37.5249,-77.2639,373603,20
36.1634,-119.6503,562406,20
37.883,-120.4554,50678,3.6
35.3216,-120.6922,31478,2.2
35.6927,-119.9897,130218,6.4
32.0348,-106.338,544545,10
43.3968,-120.9488,212190,10
45.1039,-123.5155,43574,3
44.8762,-122.9353,25957,1.3
41.7697,-72.0795,24759,1
39.0369,-83.6849,2781367,150
45.8671,-120.24,4477251,150
39.6755,-77.3434,335436,13
39.505,-74.9978,46092,2.3
35.3981,-78.5625,69409,4.9
36.1295,-119.5418,634192,19.8
36.2675,-119.6314,43683,2.6
44.3624,-92.0252,27803,1
35.2601,-81.4184,33040,1.9
36.4644,-78.9583,34156,2
34.917,-78.9324,1878650,78.5
40.2283,-104.7751,34405,1.3
42.2072,-121.8139,46338,2.8
44.0935,-92.7515,30831,1
34.0404,-91.6269,130832,4.9
33.2119,-92.6212,47144,1.8
39.6485,-75.7066,39330,1.6
43.4331,-70.7524,103039,4.9
41.4299,-96.458,32776,2.3
42.2351,-76.3711,109517,4.9
36.6854,-76.7624,50602,3.8
38.0993,-78.9629,40337,2.9
36.2706,-119.5181,48925,2.9
34.8607,-89.6661,105432,4.8
38.7451,-78.6754,74593,3.2
35.9725,-119.3944,23244,1.2
39.1968,-77.1113,38556,2.5
41.904,-72.797,137297,26.4
42.0568,-71.239,31522,2
41.616,-71.0447,27163,1.3
41.61,-70.5985,53706,3
45.2488,-94.111,173223,6
44.5491,-93.0165,51824,2
34.8974,-77.7913,39324,1.9
40.7148,-74.6659,100391,6.2
40.4632,-74.8569,140080,7.5
39.8937,-74.6975,49965,4
41.4919,-71.6238,23880,1.5
41.5188,-71.6865,52767,2
41.9651,-71.5242,124577,9.6
34.1081,-117.7844,20750,3
38.3057,-121.2845,210875,30
42.0322,-72.5045,13273,1
38.9248,-75.4487,197758,12
42.0691,-72.751,66936,5
39.596,-78.9512,265952,19.8
44.3174,-91.9961,26309,0.9
44.3841,-92.5722,25279,0.9
44.1072,-91.9311,19738,0.9
38.9569,-92.2437,204284,10
36.4147,-78.1748,95057,4
42.2564,-75.836,311280,20
39.9163,-77.9975,1473140,70
41.6321,-71.6389,539088,40.7
36.2045,-119.4179,56691,3
38.466,-121.1781,66488,3
30.8076,-83.2288,30639,1
