Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,0,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Clearsky DNI,DHI,DNI,GHI,Temperature,Solar Zenith Angle,Surface Albedo
2023,1,1,0,30,39,3,0,3,15.4,90.14,0.16
2023,1,1,1,30,0,0,0,0,14.5,102.17,0.16
2023,1,1,2,30,0,0,0,0,13.9,114.18,0.16
2023,1,1,3,30,0,0,0,0,13.3,126.52,0.16
2023,1,1,4,30,0,0,0,0,12.700000000000001,139.02,0.16
2023,1,1,5,30,0,0,0,0,12.4,151.39000000000001,0.16
2023,1,1,6,30,0,0,0,0,12.3,162.92000000000002,0.16
2023,1,1,7,30,0,0,0,0,12.3,169.55,0.16
2023,1,1,8,30,0,0,0,0,12.200000000000001,163.47,0.16
2023,1,1,9,30,0,0,0,0,12.3,152.04,0.16
2023,1,1,10,30,0,0,0,0,12.600000000000001,139.68,0.16
2023,1,1,11,30,0,0,0,0,12.8,127.18,0.16
2023,1,1,12,30,0,0,0,0,13,114.82000000000001,0.16
2023,1,1,13,30,0,0,0,0,13.3,102.78,0.16
2023,1,1,14,30,14,0,0,0,13.3,91.28,0.16
2023,1,1,15,30,458,4,0,4,13.200000000000001,80.5,0.16
2023,1,1,16,30,706,11,0,11,13.600000000000001,71.08,0.16
2023,1,1,17,30,814,14,0,14,14.5,63.43,0.16
2023,1,1,18,30,841,33,0,33,15.3,58.300000000000004,0.16
2023,1,1,19,30,836,56,0,56,15.700000000000001,56.410000000000004,0.16
2023,1,1,20,30,809,107,12,113,15.9,58.08,0.16
2023,1,1,21,30,751,59,11,64,15.5,63.02,0.16
2023,1,1,22,30,620,120,148,169,14.5,70.53,0.16
2023,1,1,23,30,325,46,9,48,13,79.86,0.16
2023,1,2,0,30,4,3,0,3,11.5,90.03,0.16
2023,1,2,1,30,0,0,0,0,10.700000000000001,102.03,0.16
2023,1,2,2,30,0,0,0,0,10.3,114.04,0.16
2023,1,2,3,30,0,0,0,0,9.8,126.39,0.16
2023,1,2,4,30,0,0,0,0,9.3,138.88,0.16
2023,1,2,5,30,0,0,0,0,8.4,151.26,0.16
2023,1,2,6,30,0,0,0,0,7.5,162.78,0.16
2023,1,2,7,30,0,0,0,0,7,169.46,0.16
2023,1,2,8,30,0,0,0,0,6.7,163.49,0.16
2023,1,2,9,30,0,0,0,0,6.800000000000001,152.1,0.16
2023,1,2,10,30,0,0,0,0,7.1000000000000005,139.74,0.16
2023,1,2,11,30,0,0,0,0,7.300000000000001,127.24000000000001,0.16
2023,1,2,12,30,0,0,0,0,7.4,114.87,0.16
2023,1,2,13,30,0,0,0,0,7.4,102.83,0.16
2023,1,2,14,30,3,2,3,2,8,91.31,0.16
2023,1,2,15,30,292,70,280,116,9,80.52,0.16
2023,1,2,16,30,570,148,274,237,10.4,71.08,0.16
2023,1,2,17,30,752,140,614,415,11.9,63.4,0.16
2023,1,2,18,30,856,203,405,416,12.700000000000001,58.25,0.16
2023,1,2,19,30,877,95,722,495,13,56.33,0.16
2023,1,2,20,30,861,164,654,511,13.100000000000001,57.97,0.16
2023,1,2,21,30,802,182,7,185,13.100000000000001,62.89,0.16
2023,1,2,22,30,708,177,95,209,12.600000000000001,70.4,0.16
2023,1,2,23,30,498,58,312,114,11.100000000000001,79.72,0.16
2023,1,3,0,30,37,3,0,3,9.700000000000001,89.9,0.16
2023,1,3,1,30,0,0,0,0,9.200000000000001,101.89,0.16
2023,1,3,2,30,0,0,0,0,8.8,113.9,0.16
2023,1,3,3,30,0,0,0,0,8.3,126.25,0.16
2023,1,3,4,30,0,0,0,0,7.9,138.75,0.16
2023,1,3,5,30,0,0,0,0,7.5,151.12,0.16
2023,1,3,6,30,0,0,0,0,7.1000000000000005,162.64000000000001,0.16
2023,1,3,7,30,0,0,0,0,6.800000000000001,169.36,0.16
2023,1,3,8,30,0,0,0,0,6.4,163.5,0.16
2023,1,3,9,30,0,0,0,0,6.300000000000001,152.14000000000001,0.16
2023,1,3,10,30,0,0,0,0,6.2,139.8,0.16
2023,1,3,11,30,0,0,0,0,6.1000000000000005,127.3,0.16
2023,1,3,12,30,0,0,0,0,6.2,114.93,0.16
2023,1,3,13,30,0,0,0,0,6.2,102.87,0.16
2023,1,3,14,30,18,1,0,1,7,91.34,0.16
2023,1,3,15,30,504,31,2,31,8.700000000000001,80.53,0.16
2023,1,3,16,30,734,153,232,228,10.700000000000001,71.07000000000001,0.16
2023,1,3,17,30,839,102,738,433,12.4,63.370000000000005,0.16
2023,1,3,18,30,889,93,796,513,13.600000000000001,58.18,0.16
2023,1,3,19,30,905,83,905,586,14.600000000000001,56.230000000000004,0.16
2023,1,3,20,30,897,94,860,552,15.200000000000001,57.85,0.16
2023,1,3,21,30,852,104,678,414,15.3,62.76,0.16
2023,1,3,22,30,760,66,734,314,14.700000000000001,70.25,0.16
2023,1,3,23,30,562,48,562,150,13.100000000000001,79.58,0.16
2023,1,4,0,30,71,6,15,6,11.3,89.78,0.17
2023,1,4,1,30,0,0,0,0,10.200000000000001,101.75,0.17
2023,1,4,2,30,0,0,0,0,9.600000000000001,113.76,0.17
2023,1,4,3,30,0,0,0,0,9.3,126.11,0.17
2023,1,4,4,30,0,0,0,0,9,138.61,0.17
2023,1,4,5,30,0,0,0,0,8.6,150.98,0.17
2023,1,4,6,30,0,0,0,0,8.3,162.49,0.17
2023,1,4,7,30,0,0,0,0,8.4,169.26,0.17
2023,1,4,8,30,0,0,0,0,8.6,163.51,0.17
2023,1,4,9,30,0,0,0,0,8.700000000000001,152.19,0.17
2023,1,4,10,30,0,0,0,0,8.6,139.85,0.17
2023,1,4,11,30,0,0,0,0,8.4,127.35000000000001,0.17
2023,1,4,12,30,0,0,0,0,8.200000000000001,114.97,0.17
2023,1,4,13,30,0,0,0,0,8.200000000000001,102.91,0.17
2023,1,4,14,30,24,2,0,2,9.200000000000001,91.37,0.17
2023,1,4,15,30,536,40,2,40,10.9,80.54,0.17
2023,1,4,16,30,754,147,102,180,13,71.06,0.17
2023,1,4,17,30,849,227,77,262,15.600000000000001,63.33,0.17
2023,1,4,18,30,894,121,760,523,17.6,58.11,0.17
2023,1,4,19,30,912,74,912,582,18.6,56.13,0.17
2023,1,4,20,30,899,74,899,554,19,57.72,0.17
2023,1,4,21,30,854,71,854,464,19,62.620000000000005,0.17
2023,1,4,22,30,772,87,652,309,18.2,70.11,0.17
2023,1,4,23,30,590,45,590,153,16.6,79.43,0.17
2023,1,5,0,30,91,9,91,10,14.8,89.66,0.17
2023,1,5,1,30,0,0,0,0,13.4,101.61,0.17
2023,1,5,2,30,0,0,0,0,11.9,113.62,0.17
2023,1,5,3,30,0,0,0,0,10.700000000000001,125.97,0.17
2023,1,5,4,30,0,0,0,0,9.8,138.47,0.17
2023,1,5,5,30,0,0,0,0,9.1,150.84,0.17
2023,1,5,6,30,0,0,0,0,8.6,162.34,0.17
2023,1,5,7,30,0,0,0,0,8.200000000000001,169.14000000000001,0.17
2023,1,5,8,30,0,0,0,0,7.9,163.51,0.17
2023,1,5,9,30,0,0,0,0,7.7,152.23,0.17
2023,1,5,10,30,0,0,0,0,7.5,139.9,0.17
2023,1,5,11,30,0,0,0,0,7.4,127.4,0.17
2023,1,5,12,30,0,0,0,0,7.2,115.01,0.17
2023,1,5,13,30,0,0,0,0,7.300000000000001,102.94,0.17
2023,1,5,14,30,33,1,0,1,8.8,91.39,0.17
2023,1,5,15,30,597,35,1,35,11.4,80.54,0.17
2023,1,5,16,30,800,105,21,112,14.200000000000001,71.04,0.17
2023,1,5,17,30,890,125,7,128,17,63.28,0.17
2023,1,5,18,30,933,250,63,283,19,58.03,0.17
2023,1,5,19,30,945,221,34,240,20.200000000000003,56.02,0.17
2023,1,5,20,30,929,269,98,322,20.700000000000003,57.59,0.17
2023,1,5,21,30,887,149,12,155,20.5,62.47,0.17
2023,1,5,22,30,795,139,18,145,19,69.96000000000001,0.17
2023,1,5,23,30,592,72,22,76,16.6,79.28,0.17
2023,1,6,0,30,81,5,0,5,15,89.53,0.17
2023,1,6,1,30,0,0,0,0,14.100000000000001,101.46000000000001,0.17
2023,1,6,2,30,0,0,0,0,13.5,113.48,0.17
2023,1,6,3,30,0,0,0,0,12.9,125.83,0.17
2023,1,6,4,30,0,0,0,0,12.100000000000001,138.33,0.17
2023,1,6,5,30,0,0,0,0,11.600000000000001,150.69,0.17
2023,1,6,6,30,0,0,0,0,11.4,162.19,0.17
2023,1,6,7,30,0,0,0,0,11.3,169.02,0.17
2023,1,6,8,30,0,0,0,0,11.200000000000001,163.5,0.17
2023,1,6,9,30,0,0,0,0,10.8,152.26,0.17
2023,1,6,10,30,0,0,0,0,10.3,139.94,0.17
2023,1,6,11,30,0,0,0,0,9.9,127.44,0.17
2023,1,6,12,30,0,0,0,0,9.700000000000001,115.05,0.17
2023,1,6,13,30,0,0,0,0,9.5,102.97,0.17
2023,1,6,14,30,21,1,0,1,9.8,91.4,0.17
2023,1,6,15,30,536,25,0,25,11.8,80.54,0.17
2023,1,6,16,30,763,157,38,169,14.600000000000001,71.01,0.17
2023,1,6,17,30,874,235,225,336,16.8,63.230000000000004,0.17
2023,1,6,18,30,936,282,190,383,18.2,57.94,0.17
2023,1,6,19,30,952,283,274,437,19,55.9,0.17
2023,1,6,20,30,943,286,193,390,19.400000000000002,57.45,0.17
2023,1,6,21,30,906,248,107,298,19.200000000000003,62.32,0.17
2023,1,6,22,30,822,165,114,204,18.1,69.8,0.17
2023,1,6,23,30,639,84,39,91,16.1,79.13,0.17
2023,1,7,0,30,112,6,0,6,14.4,89.4,0.17
2023,1,7,1,30,0,0,0,0,13,101.31,0.17
2023,1,7,2,30,0,0,0,0,11.5,113.33,0.17
2023,1,7,3,30,0,0,0,0,10.4,125.69,0.17
2023,1,7,4,30,0,0,0,0,9.5,138.18,0.17
2023,1,7,5,30,0,0,0,0,8.8,150.55,0.17
2023,1,7,6,30,0,0,0,0,8.3,162.04,0.17
2023,1,7,7,30,0,0,0,0,7.800000000000001,168.89000000000001,0.17
2023,1,7,8,30,0,0,0,0,7.2,163.49,0.17
2023,1,7,9,30,0,0,0,0,6.7,152.28,0.17
2023,1,7,10,30,0,0,0,0,6.300000000000001,139.97,0.17
2023,1,7,11,30,0,0,0,0,6,127.47,0.17
2023,1,7,12,30,0,0,0,0,5.800000000000001,115.08,0.17
2023,1,7,13,30,0,0,0,0,5.6000000000000005,102.99000000000001,0.17
2023,1,7,14,30,43,4,43,3,6.6000000000000005,91.41,0.17
2023,1,7,15,30,671,38,671,148,9.200000000000001,80.53,0.17
2023,1,7,16,30,865,52,865,334,12.8,70.98,0.17
2023,1,7,17,30,943,62,943,488,16.8,63.160000000000004,0.17
2023,1,7,18,30,967,70,967,585,19.700000000000003,57.85,0.17
2023,1,7,19,30,978,72,978,622,21,55.78,0.17
2023,1,7,20,30,963,74,963,594,21.5,57.300000000000004,0.17
2023,1,7,21,30,917,120,717,455,21.5,62.160000000000004,0.17
2023,1,7,22,30,836,81,749,342,20.400000000000002,69.64,0.17
2023,1,7,23,30,651,49,635,170,18.3,78.97,0.17
2023,1,8,0,30,112,8,1,8,16.5,89.27,0.17
2023,1,8,1,30,0,0,0,0,15.100000000000001,101.16,0.17
2023,1,8,2,30,0,0,0,0,13.600000000000001,113.19,0.17
2023,1,8,3,30,0,0,0,0,12.200000000000001,125.54,0.17
2023,1,8,4,30,0,0,0,0,11.100000000000001,138.04,0.17
2023,1,8,5,30,0,0,0,0,10.3,150.4,0.17
2023,1,8,6,30,0,0,0,0,9.600000000000001,161.88,0.17
2023,1,8,7,30,0,0,0,0,8.9,168.75,0.17
2023,1,8,8,30,0,0,0,0,8.4,163.46,0.17
2023,1,8,9,30,0,0,0,0,8.1,152.3,0.17
2023,1,8,10,30,0,0,0,0,7.800000000000001,140.01,0.17
2023,1,8,11,30,0,0,0,0,7.7,127.5,0.17
2023,1,8,12,30,0,0,0,0,7.5,115.11,0.17
2023,1,8,13,30,0,0,0,0,7.4,103,0.17
2023,1,8,14,30,26,2,13,2,8.9,91.41,0.17
2023,1,8,15,30,566,87,112,105,12.100000000000001,80.51,0.17
2023,1,8,16,30,779,69,756,316,15.100000000000001,70.94,0.17
2023,1,8,17,30,881,73,881,472,17.7,63.1,0.17
2023,1,8,18,30,934,76,934,574,19.6,57.75,0.17
2023,1,8,19,30,943,139,783,581,20.8,55.65,0.17
2023,1,8,20,30,927,78,927,581,21.400000000000002,57.15,0.17
2023,1,8,21,30,884,74,884,489,21.3,62,0.17
2023,1,8,22,30,799,64,799,344,19.700000000000003,69.47,0.17
2023,1,8,23,30,628,46,628,168,17.1,78.81,0.17
2023,1,9,0,30,118,11,118,13,15.3,89.13,0.17
2023,1,9,1,30,0,0,0,0,14.700000000000001,101.01,0.17
2023,1,9,2,30,0,0,0,0,13.8,113.04,0.17
2023,1,9,3,30,0,0,0,0,12.9,125.4,0.17
2023,1,9,4,30,0,0,0,0,12.4,137.89000000000001,0.17
2023,1,9,5,30,0,0,0,0,12,150.25,0.17
2023,1,9,6,30,0,0,0,0,11.3,161.71,0.17
2023,1,9,7,30,0,0,0,0,10.3,168.61,0.17
2023,1,9,8,30,0,0,0,0,9.4,163.43,0.17
2023,1,9,9,30,0,0,0,0,8.5,152.32,0.17
2023,1,9,10,30,0,0,0,0,7.7,140.03,0.17
2023,1,9,11,30,0,0,0,0,7,127.53,0.17
2023,1,9,12,30,0,0,0,0,6.6000000000000005,115.13,0.17
2023,1,9,13,30,0,0,0,0,6.4,103.02,0.17
2023,1,9,14,30,30,4,30,3,7.9,91.41,0.17
2023,1,9,15,30,576,42,576,137,11.4,80.49,0.17
2023,1,9,16,30,776,61,776,315,14.8,70.89,0.17
2023,1,9,17,30,860,200,374,370,17.3,63.02,0.17
2023,1,9,18,30,901,138,737,532,19.200000000000003,57.64,0.17
2023,1,9,19,30,917,183,599,522,20.700000000000003,55.51,0.17
2023,1,9,20,30,896,313,204,424,21.200000000000003,56.99,0.17
2023,1,9,21,30,837,269,177,353,21,61.83,0.17
2023,1,9,22,30,751,158,315,269,20,69.3,0.17
2023,1,9,23,30,571,65,262,117,18.400000000000002,78.64,0.17
2023,1,10,0,30,104,9,0,9,17.3,88.98,0.17
2023,1,10,1,30,0,0,0,0,16.5,100.85000000000001,0.17
2023,1,10,2,30,0,0,0,0,15.5,112.88,0.17
2023,1,10,3,30,0,0,0,0,14.4,125.25,0.17
2023,1,10,4,30,0,0,0,0,13.5,137.74,0.17
2023,1,10,5,30,0,0,0,0,12.700000000000001,150.09,0.17
2023,1,10,6,30,0,0,0,0,12.100000000000001,161.55,0.17
2023,1,10,7,30,0,0,0,0,11.3,168.46,0.17
2023,1,10,8,30,0,0,0,0,10.100000000000001,163.39000000000001,0.17
2023,1,10,9,30,0,0,0,0,9.3,152.33,0.17
2023,1,10,10,30,0,0,0,0,9.1,140.05,0.17
2023,1,10,11,30,0,0,0,0,8.9,127.55,0.17
2023,1,10,12,30,0,0,0,0,8.6,115.14,0.17
2023,1,10,13,30,0,0,0,0,8.4,103.02,0.17
2023,1,10,14,30,27,2,0,2,9.200000000000001,91.4,0.17
2023,1,10,15,30,575,57,6,58,11.600000000000001,80.46000000000001,0.17
2023,1,10,16,30,796,140,32,151,14.3,70.84,0.17
2023,1,10,17,30,893,211,214,308,16.7,62.940000000000005,0.17
2023,1,10,18,30,943,200,529,484,19.1,57.53,0.17
2023,1,10,19,30,958,70,958,615,20.700000000000003,55.36,0.17
2023,1,10,20,30,939,197,522,483,21.200000000000003,56.83,0.17
2023,1,10,21,30,889,175,516,420,20.3,61.65,0.17
2023,1,10,22,30,802,146,284,247,18.7,69.13,0.17
2023,1,10,23,30,618,75,152,105,16.7,78.47,0.17
2023,1,11,0,30,116,8,0,8,15,88.84,0.17
2023,1,11,1,30,0,0,0,0,14.200000000000001,100.69,0.17
2023,1,11,2,30,0,0,0,0,13.200000000000001,112.73,0.17
2023,1,11,3,30,0,0,0,0,12,125.10000000000001,0.17
2023,1,11,4,30,0,0,0,0,11.3,137.59,0.17
2023,1,11,5,30,0,0,0,0,11.200000000000001,149.94,0.17
2023,1,11,6,30,0,0,0,0,11,161.38,0.17
2023,1,11,7,30,0,0,0,0,10.9,168.3,0.17
2023,1,11,8,30,0,0,0,0,10.700000000000001,163.35,0.17
2023,1,11,9,30,0,0,0,0,10.200000000000001,152.33,0.17
2023,1,11,10,30,0,0,0,0,9.5,140.07,0.17
2023,1,11,11,30,0,0,0,0,9,127.57000000000001,0.17
2023,1,11,12,30,0,0,0,0,8.4,115.15,0.17
2023,1,11,13,30,0,0,0,0,8,103.02,0.17
2023,1,11,14,30,30,2,0,2,9,91.38,0.17
2023,1,11,15,30,592,65,239,105,11.200000000000001,80.43,0.17
2023,1,11,16,30,803,64,781,321,13.600000000000001,70.78,0.17
2023,1,11,17,30,902,111,750,453,15.4,62.85,0.17
2023,1,11,18,30,953,67,953,580,16.900000000000002,57.4,0.17
2023,1,11,19,30,967,107,838,585,18.1,55.21,0.17
2023,1,11,20,30,944,148,703,534,18.6,56.65,0.17
2023,1,11,21,30,883,177,481,407,18.2,61.47,0.17
2023,1,11,22,30,799,169,185,235,16.8,68.95,0.17
2023,1,11,23,30,632,88,315,152,14.200000000000001,78.3,0.17
2023,1,12,0,30,149,12,2,12,12.100000000000001,88.68,0.17
2023,1,12,1,30,0,0,0,0,11.5,100.53,0.17
2023,1,12,2,30,0,0,0,0,11.600000000000001,112.58,0.17
2023,1,12,3,30,0,0,0,0,11.4,124.95,0.17
2023,1,12,4,30,0,0,0,0,10.100000000000001,137.44,0.17
2023,1,12,5,30,0,0,0,0,8.700000000000001,149.78,0.17
2023,1,12,6,30,0,0,0,0,7.7,161.20000000000002,0.17
2023,1,12,7,30,0,0,0,0,7,168.13,0.17
2023,1,12,8,30,0,0,0,0,6.4,163.29,0.17
2023,1,12,9,30,0,0,0,0,6.1000000000000005,152.32,0.17
2023,1,12,10,30,0,0,0,0,5.800000000000001,140.08,0.17
2023,1,12,11,30,0,0,0,0,5.7,127.58,0.17
2023,1,12,12,30,0,0,0,0,5.5,115.16,0.17
2023,1,12,13,30,0,0,0,0,5.5,103.01,0.17
2023,1,12,14,30,41,4,41,3,7.2,91.36,0.17
2023,1,12,15,30,642,42,569,137,10.4,80.39,0.17
2023,1,12,16,30,828,140,355,257,14.100000000000001,70.72,0.17
2023,1,12,17,30,904,167,526,408,17.900000000000002,62.75,0.17
2023,1,12,18,30,940,72,940,580,20.6,57.27,0.17
2023,1,12,19,30,958,72,958,621,22.1,55.050000000000004,0.17
2023,1,12,20,30,941,74,941,594,22.900000000000002,56.47,0.17
2023,1,12,21,30,884,76,884,501,23.1,61.29,0.17
2023,1,12,22,30,794,68,794,356,21.8,68.77,0.17
2023,1,12,23,30,607,51,607,176,19,78.12,0.17
2023,1,13,0,30,132,12,42,13,16.2,88.53,0.17
2023,1,13,1,30,0,0,0,0,13.9,100.37,0.17
2023,1,13,2,30,0,0,0,0,12.700000000000001,112.42,0.17
2023,1,13,3,30,0,0,0,0,12.3,124.79,0.17
2023,1,13,4,30,0,0,0,0,11.9,137.29,0.17
2023,1,13,5,30,0,0,0,0,11.5,149.62,0.17
2023,1,13,6,30,0,0,0,0,11.100000000000001,161.02,0.17
2023,1,13,7,30,0,0,0,0,10.5,167.95000000000002,0.17
2023,1,13,8,30,0,0,0,0,10.100000000000001,163.23,0.17
2023,1,13,9,30,0,0,0,0,9.9,152.31,0.17
2023,1,13,10,30,0,0,0,0,9.600000000000001,140.08,0.17
2023,1,13,11,30,0,0,0,0,9.3,127.58,0.17
2023,1,13,12,30,0,0,0,0,8.9,115.16,0.17
2023,1,13,13,30,0,0,0,0,8.6,103,0.17
2023,1,13,14,30,31,2,8,2,10.3,91.34,0.17
2023,1,13,15,30,582,81,66,92,14,80.34,0.17
2023,1,13,16,30,783,86,665,306,17.5,70.64,0.17
2023,1,13,17,30,877,72,877,475,20.3,62.65,0.17
2023,1,13,18,30,922,144,738,544,22.400000000000002,57.14,0.17
2023,1,13,19,30,930,156,735,579,23.8,54.89,0.17
2023,1,13,20,30,919,190,549,495,24.5,56.29,0.17
2023,1,13,21,30,882,163,541,424,24.3,61.1,0.17
2023,1,13,22,30,802,172,309,285,23,68.58,0.17
2023,1,13,23,30,631,108,207,151,21.200000000000003,77.94,0.17
2023,1,14,0,30,153,14,4,14,19.700000000000003,88.38,0.17
2023,1,14,1,30,0,0,0,0,18.6,100.2,0.17
2023,1,14,2,30,0,0,0,0,17.3,112.26,0.17
2023,1,14,3,30,0,0,0,0,16,124.64,0.17
2023,1,14,4,30,0,0,0,0,14.8,137.14000000000001,0.17
2023,1,14,5,30,0,0,0,0,13.8,149.46,0.17
2023,1,14,6,30,0,0,0,0,13,160.84,0.17
2023,1,14,7,30,0,0,0,0,12.200000000000001,167.77,0.17
2023,1,14,8,30,0,0,0,0,11.5,163.16,0.17
2023,1,14,9,30,0,0,0,0,10.600000000000001,152.29,0.17
2023,1,14,10,30,0,0,0,0,9.700000000000001,140.08,0.17
2023,1,14,11,30,0,0,0,0,9.1,127.58,0.17
2023,1,14,12,30,0,0,0,0,8.9,115.15,0.17
2023,1,14,13,30,0,0,0,0,9.1,102.99000000000001,0.17
2023,1,14,14,30,26,1,0,1,10,91.31,0.17
2023,1,14,15,30,550,30,1,30,11.9,80.29,0.17
2023,1,14,16,30,764,129,56,148,13.8,70.56,0.17
2023,1,14,17,30,829,147,24,158,15.9,62.54,0.17
2023,1,14,18,30,845,242,125,310,18.1,56.99,0.17
2023,1,14,19,30,870,231,359,438,19.900000000000002,54.71,0.17
2023,1,14,20,30,861,201,25,215,20.700000000000003,56.1,0.17
2023,1,14,21,30,821,120,115,176,19.400000000000002,60.9,0.17
2023,1,14,22,30,742,130,18,137,17.400000000000002,68.39,0.17
2023,1,14,23,30,569,51,21,55,15.9,77.76,0.17
2023,1,15,0,30,120,10,0,10,14.9,88.21000000000001,0.17
2023,1,15,1,30,0,0,0,0,13.9,100.04,0.17
2023,1,15,2,30,0,0,0,0,12.8,112.10000000000001,0.17
2023,1,15,3,30,0,0,0,0,12.3,124.48,0.17
2023,1,15,4,30,0,0,0,0,12.8,136.98,0.17
2023,1,15,5,30,0,0,0,0,13,149.3,0.17
2023,1,15,6,30,0,0,0,0,12,160.66,0.17
2023,1,15,7,30,0,0,0,0,10.9,167.58,0.17
2023,1,15,8,30,0,0,0,0,10.3,163.07,0.17
2023,1,15,9,30,0,0,0,0,10.200000000000001,152.27,0.17
2023,1,15,10,30,0,0,0,0,10.100000000000001,140.07,0.17
2023,1,15,11,30,0,0,0,0,10.100000000000001,127.58,0.17
2023,1,15,12,30,0,0,0,0,10.100000000000001,115.14,0.17
2023,1,15,13,30,0,0,0,0,10.200000000000001,102.97,0.17
2023,1,15,14,30,18,1,0,1,10.4,91.27,0.17
2023,1,15,15,30,443,27,1,27,10.700000000000001,80.23,0.17
2023,1,15,16,30,677,44,1,44,11.200000000000001,70.48,0.17
2023,1,15,17,30,787,43,0,43,12,62.42,0.17
2023,1,15,18,30,842,115,3,117,12.9,56.84,0.17
2023,1,15,19,30,878,262,156,353,13.8,54.53,0.17
2023,1,15,20,30,888,147,9,152,14.100000000000001,55.9,0.17
2023,1,15,21,30,855,150,13,156,14.100000000000001,60.7,0.17
2023,1,15,22,30,775,145,48,163,13.5,68.19,0.17
2023,1,15,23,30,603,60,85,78,12.3,77.58,0.17
2023,1,16,0,30,150,9,0,9,11.4,88.05,0.17
2023,1,16,1,30,0,0,0,0,11,99.87,0.17
2023,1,16,2,30,0,0,0,0,10.700000000000001,111.94,0.17
2023,1,16,3,30,0,0,0,0,10.5,124.33,0.17
2023,1,16,4,30,0,0,0,0,10.3,136.82,0.17
2023,1,16,5,30,0,0,0,0,10,149.13,0.17
2023,1,16,6,30,0,0,0,0,9.8,160.47,0.17
2023,1,16,7,30,0,0,0,0,9.700000000000001,167.39000000000001,0.17
2023,1,16,8,30,0,0,0,0,9.5,162.98,0.17
2023,1,16,9,30,0,0,0,0,9.4,152.24,0.17
2023,1,16,10,30,0,0,0,0,9.200000000000001,140.06,0.17
2023,1,16,11,30,0,0,0,0,9.1,127.57000000000001,0.17
2023,1,16,12,30,0,0,0,0,9.1,115.12,0.17
2023,1,16,13,30,0,0,0,0,9.3,102.94,0.17
2023,1,16,14,30,16,1,0,1,9.8,91.22,0.17
2023,1,16,15,30,417,18,0,18,10.600000000000001,80.17,0.17
2023,1,16,16,30,655,12,0,12,11.4,70.39,0.17
2023,1,16,17,30,773,60,0,60,12.4,62.300000000000004,0.17
2023,1,16,18,30,832,150,26,164,13.3,56.69,0.17
2023,1,16,19,30,861,202,35,222,13.8,54.35,0.17
2023,1,16,20,30,847,251,66,288,14.100000000000001,55.7,0.17
2023,1,16,21,30,789,239,145,310,14.4,60.49,0.17
2023,1,16,22,30,684,183,162,244,14.4,67.99,0.17
2023,1,16,23,30,478,102,72,118,13.9,77.39,0.17
2023,1,17,0,30,72,13,0,13,13.5,87.88,0.16
2023,1,17,1,30,0,0,0,0,13.5,99.7,0.16
2023,1,17,2,30,0,0,0,0,13.3,111.78,0.16
2023,1,17,3,30,0,0,0,0,13.200000000000001,124.17,0.16
2023,1,17,4,30,0,0,0,0,13.200000000000001,136.66,0.16
2023,1,17,5,30,0,0,0,0,12.9,148.97,0.16
2023,1,17,6,30,0,0,0,0,12.3,160.28,0.16
2023,1,17,7,30,0,0,0,0,11.4,167.19,0.16
2023,1,17,8,30,0,0,0,0,10.5,162.89000000000001,0.16
2023,1,17,9,30,0,0,0,0,9.600000000000001,152.20000000000002,0.16
2023,1,17,10,30,0,0,0,0,8.6,140.04,0.16
2023,1,17,11,30,0,0,0,0,7.800000000000001,127.55,0.16
2023,1,17,12,30,0,0,0,0,6.9,115.10000000000001,0.16
2023,1,17,13,30,0,0,0,0,6.5,102.9,0.16
2023,1,17,14,30,31,5,28,4,7,91.17,0.16
2023,1,17,15,30,515,49,515,138,8.6,80.10000000000001,0.16
2023,1,17,16,30,747,69,747,321,10.5,70.29,0.16
2023,1,17,17,30,855,78,855,477,12,62.17,0.16
2023,1,17,18,30,901,115,813,563,12.9,56.52,0.16
2023,1,17,19,30,910,87,910,620,13.3,54.15,0.16
2023,1,17,20,30,894,141,754,568,13.5,55.49,0.16
2023,1,17,21,30,848,194,83,235,13.3,60.28,0.16
2023,1,17,22,30,759,170,83,201,12.700000000000001,67.79,0.16
2023,1,17,23,30,576,113,127,141,10.700000000000001,77.2,0.16
2023,1,18,0,30,131,13,3,13,8.6,87.71000000000001,0.16
2023,1,18,1,30,0,0,0,0,7.7,99.53,0.16
