Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,-7,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DNI,DHI,DNI,GHI,Solar Zenith Angle
2023,1,1,0,30,12.3,0,0,0,0,169.55
2023,1,1,1,30,12.200000000000001,0,0,0,0,163.47
2023,1,1,2,30,12.3,0,0,0,0,152.04
2023,1,1,3,30,12.600000000000001,0,0,0,0,139.68
2023,1,1,4,30,12.8,0,0,0,0,127.18
2023,1,1,5,30,13,0,0,0,0,114.82000000000001
2023,1,1,6,30,13.3,0,0,0,0,102.78
2023,1,1,7,30,13.3,14,0,0,0,91.28
2023,1,1,8,30,13.200000000000001,458,4,0,4,80.5
2023,1,1,9,30,13.600000000000001,706,11,0,11,71.08
2023,1,1,10,30,14.5,814,14,0,14,63.43
2023,1,1,11,30,15.3,841,33,0,33,58.300000000000004
2023,1,1,12,30,15.700000000000001,836,56,0,56,56.410000000000004
2023,1,1,13,30,15.9,809,107,12,113,58.08
2023,1,1,14,30,15.5,751,59,11,64,63.02
2023,1,1,15,30,14.5,620,120,148,169,70.53
2023,1,1,16,30,13,325,46,9,48,79.86
2023,1,1,17,30,11.5,4,3,0,3,90.03
2023,1,1,18,30,10.700000000000001,0,0,0,0,102.03
2023,1,1,19,30,10.3,0,0,0,0,114.04
2023,1,1,20,30,9.8,0,0,0,0,126.39
2023,1,1,21,30,9.3,0,0,0,0,138.88
2023,1,1,22,30,8.4,0,0,0,0,151.26
2023,1,1,23,30,7.5,0,0,0,0,162.78
2023,1,2,0,30,7,0,0,0,0,169.46
2023,1,2,1,30,6.7,0,0,0,0,163.49
2023,1,2,2,30,6.800000000000001,0,0,0,0,152.1
2023,1,2,3,30,7.1000000000000005,0,0,0,0,139.74
2023,1,2,4,30,7.300000000000001,0,0,0,0,127.24000000000001
2023,1,2,5,30,7.4,0,0,0,0,114.87
2023,1,2,6,30,7.4,0,0,0,0,102.83
2023,1,2,7,30,8,3,2,3,2,91.31
2023,1,2,8,30,9,292,70,280,116,80.52
2023,1,2,9,30,10.4,570,148,274,237,71.08
2023,1,2,10,30,11.9,752,140,614,415,63.4
2023,1,2,11,30,12.700000000000001,856,203,405,416,58.25
2023,1,2,12,30,13,877,95,722,495,56.33
2023,1,2,13,30,13.100000000000001,861,164,654,511,57.97
2023,1,2,14,30,13.100000000000001,802,182,7,185,62.89
2023,1,2,15,30,12.600000000000001,708,177,95,209,70.4
2023,1,2,16,30,11.100000000000001,498,58,312,114,79.72
2023,1,2,17,30,9.700000000000001,37,3,0,3,89.9
2023,1,2,18,30,9.200000000000001,0,0,0,0,101.89
2023,1,2,19,30,8.8,0,0,0,0,113.9
2023,1,2,20,30,8.3,0,0,0,0,126.25
2023,1,2,21,30,7.9,0,0,0,0,138.75
2023,1,2,22,30,7.5,0,0,0,0,151.12
2023,1,2,23,30,7.1000000000000005,0,0,0,0,162.64000000000001
2023,1,3,0,30,6.800000000000001,0,0,0,0,169.36
2023,1,3,1,30,6.4,0,0,0,0,163.5
2023,1,3,2,30,6.300000000000001,0,0,0,0,152.14000000000001
2023,1,3,3,30,6.2,0,0,0,0,139.8
2023,1,3,4,30,6.1000000000000005,0,0,0,0,127.3
2023,1,3,5,30,6.2,0,0,0,0,114.93
2023,1,3,6,30,6.2,0,0,0,0,102.87
2023,1,3,7,30,7,18,1,0,1,91.34
2023,1,3,8,30,8.700000000000001,504,31,2,31,80.53
2023,1,3,9,30,10.700000000000001,734,153,232,228,71.07000000000001
2023,1,3,10,30,12.4,839,102,738,433,63.370000000000005
2023,1,3,11,30,13.600000000000001,889,93,796,513,58.18
2023,1,3,12,30,14.600000000000001,905,83,905,586,56.230000000000004
2023,1,3,13,30,15.200000000000001,897,94,860,552,57.85
2023,1,3,14,30,15.3,852,104,678,414,62.76
2023,1,3,15,30,14.700000000000001,760,66,734,314,70.25
2023,1,3,16,30,13.100000000000001,562,48,562,150,79.58
2023,1,3,17,30,11.3,71,6,15,6,89.78
2023,1,3,18,30,10.200000000000001,0,0,0,0,101.75
2023,1,3,19,30,9.600000000000001,0,0,0,0,113.76
2023,1,3,20,30,9.3,0,0,0,0,126.11
2023,1,3,21,30,9,0,0,0,0,138.61
2023,1,3,22,30,8.6,0,0,0,0,150.98
2023,1,3,23,30,8.3,0,0,0,0,162.49
2023,1,4,0,30,8.4,0,0,0,0,169.26
2023,1,4,1,30,8.6,0,0,0,0,163.51
2023,1,4,2,30,8.700000000000001,0,0,0,0,152.19
2023,1,4,3,30,8.6,0,0,0,0,139.85
2023,1,4,4,30,8.4,0,0,0,0,127.35000000000001
2023,1,4,5,30,8.200000000000001,0,0,0,0,114.97
2023,1,4,6,30,8.200000000000001,0,0,0,0,102.91
2023,1,4,7,30,9.200000000000001,24,2,0,2,91.37
2023,1,4,8,30,10.9,536,40,2,40,80.54
2023,1,4,9,30,13,754,147,102,180,71.06
2023,1,4,10,30,15.600000000000001,849,227,77,262,63.33
2023,1,4,11,30,17.6,894,121,760,523,58.11
2023,1,4,12,30,18.6,912,74,912,582,56.13
2023,1,4,13,30,19,899,74,899,554,57.72
2023,1,4,14,30,19,854,71,854,464,62.620000000000005
2023,1,4,15,30,18.2,772,87,652,309,70.11
2023,1,4,16,30,16.6,590,45,590,153,79.43
2023,1,4,17,30,14.8,91,9,91,10,89.66
2023,1,4,18,30,13.4,0,0,0,0,101.61
2023,1,4,19,30,11.9,0,0,0,0,113.62
2023,1,4,20,30,10.700000000000001,0,0,0,0,125.97
2023,1,4,21,30,9.8,0,0,0,0,138.47
2023,1,4,22,30,9.1,0,0,0,0,150.84
2023,1,4,23,30,8.6,0,0,0,0,162.34
2023,1,5,0,30,8.200000000000001,0,0,0,0,169.14000000000001
2023,1,5,1,30,7.9,0,0,0,0,163.51
2023,1,5,2,30,7.7,0,0,0,0,152.23
2023,1,5,3,30,7.5,0,0,0,0,139.9
2023,1,5,4,30,7.4,0,0,0,0,127.4
2023,1,5,5,30,7.2,0,0,0,0,115.01
2023,1,5,6,30,7.300000000000001,0,0,0,0,102.94
2023,1,5,7,30,8.8,33,1,0,1,91.39
2023,1,5,8,30,11.4,597,35,1,35,80.54
2023,1,5,9,30,14.200000000000001,800,105,21,112,71.04
2023,1,5,10,30,17,890,125,7,128,63.28
2023,1,5,11,30,19,933,250,63,283,58.03
2023,1,5,12,30,20.200000000000003,945,221,34,240,56.02
2023,1,5,13,30,20.700000000000003,929,269,98,322,57.59
2023,1,5,14,30,20.5,887,149,12,155,62.47
2023,1,5,15,30,19,795,139,18,145,69.96000000000001
2023,1,5,16,30,16.6,592,72,22,76,79.28
2023,1,5,17,30,15,81,5,0,5,89.53
2023,1,5,18,30,14.100000000000001,0,0,0,0,101.46000000000001
2023,1,5,19,30,13.5,0,0,0,0,113.48
2023,1,5,20,30,12.9,0,0,0,0,125.83
2023,1,5,21,30,12.100000000000001,0,0,0,0,138.33
2023,1,5,22,30,11.600000000000001,0,0,0,0,150.69
2023,1,5,23,30,11.4,0,0,0,0,162.19
2023,1,6,0,30,11.3,0,0,0,0,169.02
2023,1,6,1,30,11.200000000000001,0,0,0,0,163.5
2023,1,6,2,30,10.8,0,0,0,0,152.26
2023,1,6,3,30,10.3,0,0,0,0,139.94
2023,1,6,4,30,9.9,0,0,0,0,127.44
2023,1,6,5,30,9.700000000000001,0,0,0,0,115.05
2023,1,6,6,30,9.5,0,0,0,0,102.97
2023,1,6,7,30,9.8,21,1,0,1,91.4
2023,1,6,8,30,11.8,536,25,0,25,80.54
2023,1,6,9,30,14.600000000000001,763,157,38,169,71.01
2023,1,6,10,30,16.8,874,235,225,336,63.230000000000004
2023,1,6,11,30,18.2,936,282,190,383,57.94
2023,1,6,12,30,19,952,283,274,437,55.9
2023,1,6,13,30,19.400000000000002,943,286,193,390,57.45
2023,1,6,14,30,19.200000000000003,906,248,107,298,62.32
2023,1,6,15,30,18.1,822,165,114,204,69.8
2023,1,6,16,30,16.1,639,84,39,91,79.13
2023,1,6,17,30,14.4,112,6,0,6,89.4
2023,1,6,18,30,13,0,0,0,0,101.31
2023,1,6,19,30,11.5,0,0,0,0,113.33
2023,1,6,20,30,10.4,0,0,0,0,125.69
2023,1,6,21,30,9.5,0,0,0,0,138.18
2023,1,6,22,30,8.8,0,0,0,0,150.55
2023,1,6,23,30,8.3,0,0,0,0,162.04
2023,1,7,0,30,7.800000000000001,0,0,0,0,168.89000000000001
2023,1,7,1,30,7.2,0,0,0,0,163.49
2023,1,7,2,30,6.7,0,0,0,0,152.28
2023,1,7,3,30,6.300000000000001,0,0,0,0,139.97
2023,1,7,4,30,6,0,0,0,0,127.47
2023,1,7,5,30,5.800000000000001,0,0,0,0,115.08
2023,1,7,6,30,5.6000000000000005,0,0,0,0,102.99000000000001
2023,1,7,7,30,6.6000000000000005,43,4,43,3,91.41
2023,1,7,8,30,9.200000000000001,671,38,671,148,80.53
2023,1,7,9,30,12.8,865,52,865,334,70.98
2023,1,7,10,30,16.8,943,62,943,488,63.160000000000004
2023,1,7,11,30,19.700000000000003,967,70,967,585,57.85
2023,1,7,12,30,21,978,72,978,622,55.78
2023,1,7,13,30,21.5,963,74,963,594,57.300000000000004
2023,1,7,14,30,21.5,917,120,717,455,62.160000000000004
2023,1,7,15,30,20.400000000000002,836,81,749,342,69.64
2023,1,7,16,30,18.3,651,49,635,170,78.97
2023,1,7,17,30,16.5,112,8,1,8,89.27
2023,1,7,18,30,15.100000000000001,0,0,0,0,101.16
2023,1,7,19,30,13.600000000000001,0,0,0,0,113.19
2023,1,7,20,30,12.200000000000001,0,0,0,0,125.54
2023,1,7,21,30,11.100000000000001,0,0,0,0,138.04
2023,1,7,22,30,10.3,0,0,0,0,150.4
2023,1,7,23,30,9.600000000000001,0,0,0,0,161.88
2023,1,8,0,30,8.9,0,0,0,0,168.75
2023,1,8,1,30,8.4,0,0,0,0,163.46
2023,1,8,2,30,8.1,0,0,0,0,152.3
2023,1,8,3,30,7.800000000000001,0,0,0,0,140.01
2023,1,8,4,30,7.7,0,0,0,0,127.5
2023,1,8,5,30,7.5,0,0,0,0,115.11
2023,1,8,6,30,7.4,0,0,0,0,103
2023,1,8,7,30,8.9,26,2,13,2,91.41
2023,1,8,8,30,12.100000000000001,566,87,112,105,80.51
2023,1,8,9,30,15.100000000000001,779,69,756,316,70.94
2023,1,8,10,30,17.7,881,73,881,472,63.1
2023,1,8,11,30,19.6,934,76,934,574,57.75
2023,1,8,12,30,20.8,943,139,783,581,55.65
2023,1,8,13,30,21.400000000000002,927,78,927,581,57.15
2023,1,8,14,30,21.3,884,74,884,489,62
2023,1,8,15,30,19.700000000000003,799,64,799,344,69.47
2023,1,8,16,30,17.1,628,46,628,168,78.81
2023,1,8,17,30,15.3,118,11,118,13,89.13
2023,1,8,18,30,14.700000000000001,0,0,0,0,101.01
2023,1,8,19,30,13.8,0,0,0,0,113.04
2023,1,8,20,30,12.9,0,0,0,0,125.4
2023,1,8,21,30,12.4,0,0,0,0,137.89000000000001
2023,1,8,22,30,12,0,0,0,0,150.25
2023,1,8,23,30,11.3,0,0,0,0,161.71
2023,1,9,0,30,10.3,0,0,0,0,168.61
2023,1,9,1,30,9.4,0,0,0,0,163.43
2023,1,9,2,30,8.5,0,0,0,0,152.32
2023,1,9,3,30,7.7,0,0,0,0,140.03
2023,1,9,4,30,7,0,0,0,0,127.53
2023,1,9,5,30,6.6000000000000005,0,0,0,0,115.13
2023,1,9,6,30,6.4,0,0,0,0,103.02
2023,1,9,7,30,7.9,30,4,30,3,91.41
2023,1,9,8,30,11.4,576,42,576,137,80.49
2023,1,9,9,30,14.8,776,61,776,315,70.89
2023,1,9,10,30,17.3,860,200,374,370,63.02
2023,1,9,11,30,19.200000000000003,901,138,737,532,57.64
2023,1,9,12,30,20.700000000000003,917,183,599,522,55.51
2023,1,9,13,30,21.200000000000003,896,313,204,424,56.99
2023,1,9,14,30,21,837,269,177,353,61.83
2023,1,9,15,30,20,751,158,315,269,69.3
2023,1,9,16,30,18.400000000000002,571,65,262,117,78.64
2023,1,9,17,30,17.3,104,9,0,9,88.98
2023,1,9,18,30,16.5,0,0,0,0,100.85000000000001
2023,1,9,19,30,15.5,0,0,0,0,112.88
2023,1,9,20,30,14.4,0,0,0,0,125.25
2023,1,9,21,30,13.5,0,0,0,0,137.74
2023,1,9,22,30,12.700000000000001,0,0,0,0,150.09
2023,1,9,23,30,12.100000000000001,0,0,0,0,161.55
2023,1,10,0,30,11.3,0,0,0,0,168.46
2023,1,10,1,30,10.100000000000001,0,0,0,0,163.39000000000001
2023,1,10,2,30,9.3,0,0,0,0,152.33
2023,1,10,3,30,9.1,0,0,0,0,140.05
2023,1,10,4,30,8.9,0,0,0,0,127.55
2023,1,10,5,30,8.6,0,0,0,0,115.14
2023,1,10,6,30,8.4,0,0,0,0,103.02
2023,1,10,7,30,9.200000000000001,27,2,0,2,91.4
2023,1,10,8,30,11.600000000000001,575,57,6,58,80.46000000000001
2023,1,10,9,30,14.3,796,140,32,151,70.84
2023,1,10,10,30,16.7,893,211,214,308,62.940000000000005
2023,1,10,11,30,19.1,943,200,529,484,57.53
2023,1,10,12,30,20.700000000000003,958,70,958,615,55.36
2023,1,10,13,30,21.200000000000003,939,197,522,483,56.83
2023,1,10,14,30,20.3,889,175,516,420,61.65
2023,1,10,15,30,18.7,802,146,284,247,69.13
2023,1,10,16,30,16.7,618,75,152,105,78.47
2023,1,10,17,30,15,116,8,0,8,88.84
2023,1,10,18,30,14.200000000000001,0,0,0,0,100.69
2023,1,10,19,30,13.200000000000001,0,0,0,0,112.73
2023,1,10,20,30,12,0,0,0,0,125.10000000000001
2023,1,10,21,30,11.3,0,0,0,0,137.59
2023,1,10,22,30,11.200000000000001,0,0,0,0,149.94
2023,1,10,23,30,11,0,0,0,0,161.38
2023,1,11,0,30,10.9,0,0,0,0,168.3
2023,1,11,1,30,10.700000000000001,0,0,0,0,163.35
2023,1,11,2,30,10.200000000000001,0,0,0,0,152.33
2023,1,11,3,30,9.5,0,0,0,0,140.07
2023,1,11,4,30,9,0,0,0,0,127.57000000000001
2023,1,11,5,30,8.4,0,0,0,0,115.15
2023,1,11,6,30,8,0,0,0,0,103.02
2023,1,11,7,30,9,30,2,0,2,91.38
2023,1,11,8,30,11.200000000000001,592,65,239,105,80.43
2023,1,11,9,30,13.600000000000001,803,64,781,321,70.78
2023,1,11,10,30,15.4,902,111,750,453,62.85
2023,1,11,11,30,16.900000000000002,953,67,953,580,57.4
2023,1,11,12,30,18.1,967,107,838,585,55.21
2023,1,11,13,30,18.6,944,148,703,534,56.65
2023,1,11,14,30,18.2,883,177,481,407,61.47
2023,1,11,15,30,16.8,799,169,185,235,68.95
2023,1,11,16,30,14.200000000000001,632,88,315,152,78.3
2023,1,11,17,30,12.100000000000001,149,12,2,12,88.68
2023,1,11,18,30,11.5,0,0,0,0,100.53
2023,1,11,19,30,11.600000000000001,0,0,0,0,112.58
2023,1,11,20,30,11.4,0,0,0,0,124.95
2023,1,11,21,30,10.100000000000001,0,0,0,0,137.44
2023,1,11,22,30,8.700000000000001,0,0,0,0,149.78
2023,1,11,23,30,7.7,0,0,0,0,161.20000000000002
2023,1,12,0,30,7,0,0,0,0,168.13
2023,1,12,1,30,6.4,0,0,0,0,163.29
2023,1,12,2,30,6.1000000000000005,0,0,0,0,152.32
2023,1,12,3,30,5.800000000000001,0,0,0,0,140.08
2023,1,12,4,30,5.7,0,0,0,0,127.58
2023,1,12,5,30,5.5,0,0,0,0,115.16
2023,1,12,6,30,5.5,0,0,0,0,103.01
2023,1,12,7,30,7.2,41,4,41,3,91.36
2023,1,12,8,30,10.4,642,42,569,137,80.39
2023,1,12,9,30,14.100000000000001,828,140,355,257,70.72
2023,1,12,10,30,17.900000000000002,904,167,526,408,62.75
2023,1,12,11,30,20.6,940,72,940,580,57.27
2023,1,12,12,30,22.1,958,72,958,621,55.050000000000004
2023,1,12,13,30,22.900000000000002,941,74,941,594,56.47
2023,1,12,14,30,23.1,884,76,884,501,61.29
2023,1,12,15,30,21.8,794,68,794,356,68.77
2023,1,12,16,30,19,607,51,607,176,78.12
2023,1,12,17,30,16.2,132,12,42,13,88.53
2023,1,12,18,30,13.9,0,0,0,0,100.37
2023,1,12,19,30,12.700000000000001,0,0,0,0,112.42
2023,1,12,20,30,12.3,0,0,0,0,124.79
2023,1,12,21,30,11.9,0,0,0,0,137.29
2023,1,12,22,30,11.5,0,0,0,0,149.62
2023,1,12,23,30,11.100000000000001,0,0,0,0,161.02
2023,1,13,0,30,10.5,0,0,0,0,167.95000000000002
2023,1,13,1,30,10.100000000000001,0,0,0,0,163.23
2023,1,13,2,30,9.9,0,0,0,0,152.31
2023,1,13,3,30,9.600000000000001,0,0,0,0,140.08
2023,1,13,4,30,9.3,0,0,0,0,127.58
2023,1,13,5,30,8.9,0,0,0,0,115.16
2023,1,13,6,30,8.6,0,0,0,0,103
2023,1,13,7,30,10.3,31,2,8,2,91.34
2023,1,13,8,30,14,582,81,66,92,80.34
2023,1,13,9,30,17.5,783,86,665,306,70.64
2023,1,13,10,30,20.3,877,72,877,475,62.65
2023,1,13,11,30,22.400000000000002,922,144,738,544,57.14
2023,1,13,12,30,23.8,930,156,735,579,54.89
2023,1,13,13,30,24.5,919,190,549,495,56.29
2023,1,13,14,30,24.3,882,163,541,424,61.1
2023,1,13,15,30,23,802,172,309,285,68.58
2023,1,13,16,30,21.200000000000003,631,108,207,151,77.94
2023,1,13,17,30,19.700000000000003,153,14,4,14,88.38
2023,1,13,18,30,18.6,0,0,0,0,100.2
2023,1,13,19,30,17.3,0,0,0,0,112.26
2023,1,13,20,30,16,0,0,0,0,124.64
2023,1,13,21,30,14.8,0,0,0,0,137.14000000000001
2023,1,13,22,30,13.8,0,0,0,0,149.46
2023,1,13,23,30,13,0,0,0,0,160.84
2023,1,14,0,30,12.200000000000001,0,0,0,0,167.77
2023,1,14,1,30,11.5,0,0,0,0,163.16
2023,1,14,2,30,10.600000000000001,0,0,0,0,152.29
2023,1,14,3,30,9.700000000000001,0,0,0,0,140.08
2023,1,14,4,30,9.1,0,0,0,0,127.58
2023,1,14,5,30,8.9,0,0,0,0,115.15
2023,1,14,6,30,9.1,0,0,0,0,102.99000000000001
2023,1,14,7,30,10,26,1,0,1,91.31
2023,1,14,8,30,11.9,550,30,1,30,80.29
2023,1,14,9,30,13.8,764,129,56,148,70.56
2023,1,14,10,30,15.9,829,147,24,158,62.54
2023,1,14,11,30,18.1,845,242,125,310,56.99
2023,1,14,12,30,19.900000000000002,870,231,359,438,54.71
2023,1,14,13,30,20.700000000000003,861,201,25,215,56.1
2023,1,14,14,30,19.400000000000002,821,120,115,176,60.9
2023,1,14,15,30,17.400000000000002,742,130,18,137,68.39
2023,1,14,16,30,15.9,569,51,21,55,77.76
2023,1,14,17,30,14.9,120,10,0,10,88.21000000000001
2023,1,14,18,30,13.9,0,0,0,0,100.04
2023,1,14,19,30,12.8,0,0,0,0,112.10000000000001
2023,1,14,20,30,12.3,0,0,0,0,124.48
2023,1,14,21,30,12.8,0,0,0,0,136.98
2023,1,14,22,30,13,0,0,0,0,149.3
2023,1,14,23,30,12,0,0,0,0,160.66
2023,1,15,0,30,10.9,0,0,0,0,167.58
2023,1,15,1,30,10.3,0,0,0,0,163.07
2023,1,15,2,30,10.200000000000001,0,0,0,0,152.27
2023,1,15,3,30,10.100000000000001,0,0,0,0,140.07
2023,1,15,4,30,10.100000000000001,0,0,0,0,127.58
2023,1,15,5,30,10.100000000000001,0,0,0,0,115.14
2023,1,15,6,30,10.200000000000001,0,0,0,0,102.97
2023,1,15,7,30,10.4,18,1,0,1,91.27
2023,1,15,8,30,10.700000000000001,443,27,1,27,80.23
2023,1,15,9,30,11.200000000000001,677,44,1,44,70.48
2023,1,15,10,30,12,787,43,0,43,62.42
2023,1,15,11,30,12.9,842,115,3,117,56.84
2023,1,15,12,30,13.8,878,262,156,353,54.53
2023,1,15,13,30,14.100000000000001,888,147,9,152,55.9
2023,1,15,14,30,14.100000000000001,855,150,13,156,60.7
2023,1,15,15,30,13.5,775,145,48,163,68.19
2023,1,15,16,30,12.3,603,60,85,78,77.58
2023,1,15,17,30,11.4,150,9,0,9,88.05
2023,1,15,18,30,11,0,0,0,0,99.87
2023,1,15,19,30,10.700000000000001,0,0,0,0,111.94
2023,1,15,20,30,10.5,0,0,0,0,124.33
2023,1,15,21,30,10.3,0,0,0,0,136.82
2023,1,15,22,30,10,0,0,0,0,149.13
2023,1,15,23,30,9.8,0,0,0,0,160.47
2023,1,16,0,30,9.700000000000001,0,0,0,0,167.39000000000001
2023,1,16,1,30,9.5,0,0,0,0,162.98
2023,1,16,2,30,9.4,0,0,0,0,152.24
2023,1,16,3,30,9.200000000000001,0,0,0,0,140.06
2023,1,16,4,30,9.1,0,0,0,0,127.57000000000001
2023,1,16,5,30,9.1,0,0,0,0,115.12
2023,1,16,6,30,9.3,0,0,0,0,102.94
2023,1,16,7,30,9.8,16,1,0,1,91.22
2023,1,16,8,30,10.600000000000001,417,18,0,18,80.17
2023,1,16,9,30,11.4,655,12,0,12,70.39
2023,1,16,10,30,12.4,773,60,0,60,62.300000000000004
2023,1,16,11,30,13.3,832,150,26,164,56.69
2023,1,16,12,30,13.8,861,202,35,222,54.35
2023,1,16,13,30,14.100000000000001,847,251,66,288,55.7
2023,1,16,14,30,14.4,789,239,145,310,60.49
2023,1,16,15,30,14.4,684,183,162,244,67.99
2023,1,16,16,30,13.9,478,102,72,118,77.39
2023,1,16,17,30,13.5,72,13,0,13,87.88
2023,1,16,18,30,13.5,0,0,0,0,99.7
2023,1,16,19,30,13.3,0,0,0,0,111.78
2023,1,16,20,30,13.200000000000001,0,0,0,0,124.17
2023,1,16,21,30,13.200000000000001,0,0,0,0,136.66
2023,1,16,22,30,12.9,0,0,0,0,148.97
2023,1,16,23,30,12.3,0,0,0,0,160.28
2023,1,17,0,30,11.4,0,0,0,0,167.19
2023,1,17,1,30,10.5,0,0,0,0,162.89000000000001
2023,1,17,2,30,9.600000000000001,0,0,0,0,152.20000000000002
2023,1,17,3,30,8.6,0,0,0,0,140.04
2023,1,17,4,30,7.800000000000001,0,0,0,0,127.55
2023,1,17,5,30,6.9,0,0,0,0,115.10000000000001
2023,1,17,6,30,6.5,0,0,0,0,102.9
2023,1,17,7,30,7,31,5,28,4,91.17
2023,1,17,8,30,8.6,515,49,515,138,80.10000000000001
2023,1,17,9,30,10.5,747,69,747,321,70.29
2023,1,17,10,30,12,855,78,855,477,62.17
2023,1,17,11,30,12.9,901,115,813,563,56.52
2023,1,17,12,30,13.3,910,87,910,620,54.15
2023,1,17,13,30,13.5,894,141,754,568,55.49
2023,1,17,14,30,13.3,848,194,83,235,60.28
2023,1,17,15,30,12.700000000000001,759,170,83,201,67.79
2023,1,17,16,30,10.700000000000001,576,113,127,141,77.2
2023,1,17,17,30,8.6,131,13,3,13,87.71000000000001
2023,1,17,18,30,7.7,0,0,0,0,99.53
2023,1,17,19,30,7.300000000000001,0,0,0,0,111.61
2023,1,17,20,30,7,0,0,0,0,124.01
2023,1,17,21,30,6.800000000000001,0,0,0,0,136.5
2023,1,17,22,30,6.7,0,0,0,0,148.8
2023,1,17,23,30,6.5,0,0,0,0,160.09
2023,1,18,0,30,6.300000000000001,0,0,0,0,166.98
2023,1,18,1,30,6.1000000000000005,0,0,0,0,162.78
2023,1,18,2,30,6.1000000000000005,0,0,0,0,152.15
2023,1,18,3,30,6.300000000000001,0,0,0,0,140.01
2023,1,18,4,30,6.300000000000001,0,0,0,0,127.53
2023,1,18,5,30,5.7,0,0,0,0,115.07000000000001
2023,1,18,6,30,5,0,0,0,0,102.86
2023,1,18,7,30,5.7,47,6,47,5,91.12
2023,1,18,8,30,8,576,44,576,144,80.02
2023,1,18,9,30,10.600000000000001,785,64,785,330,70.19
2023,1,18,10,30,12.700000000000001,882,73,882,487,62.03
2023,1,18,11,30,13.9,931,78,931,594,56.35
2023,1,18,12,30,14.600000000000001,953,79,953,640,53.95
2023,1,18,13,30,14.8,939,81,939,616,55.28
2023,1,18,14,30,14.700000000000001,897,78,897,526,60.07
2023,1,18,15,30,13.9,827,69,827,384,67.59
2023,1,18,16,30,11.8,668,53,668,203,77
2023,1,18,17,30,9.9,211,19,211,28,87.54
2023,1,18,18,30,9.3,0,0,0,0,99.36
2023,1,18,19,30,9,0,0,0,0,111.45
2023,1,18,20,30,8.8,0,0,0,0,123.85000000000001
2023,1,18,21,30,8.6,0,0,0,0,136.34
2023,1,18,22,30,8.1,0,0,0,0,148.63
2023,1,18,23,30,7.300000000000001,0,0,0,0,159.9
2023,1,19,0,30,6.4,0,0,0,0,166.77
2023,1,19,1,30,5.300000000000001,0,0,0,0,162.67000000000002
2023,1,19,2,30,4.2,0,0,0,0,152.1
2023,1,19,3,30,3.3000000000000003,0,0,0,0,139.98
2023,1,19,4,30,2.8000000000000003,0,0,0,0,127.5
2023,1,19,5,30,2.6,0,0,0,0,115.04
2023,1,19,6,30,2.6,0,0,0,0,102.82000000000001
2023,1,19,7,30,4.3,40,3,12,3,91.06
2023,1,19,8,30,7.300000000000001,539,68,324,125,79.94
2023,1,19,9,30,10.4,759,81,709,323,70.08
2023,1,19,10,30,13,861,83,861,489,61.89
2023,1,19,11,30,14.3,914,88,914,597,56.17
2023,1,19,12,30,15.100000000000001,935,88,935,641,53.75
2023,1,19,13,30,15.5,919,90,919,616,55.06
2023,1,19,14,30,15.3,869,89,869,525,59.85
2023,1,19,15,30,14.4,792,77,792,382,67.38
2023,1,19,16,30,12.3,621,57,621,199,76.81
2023,1,19,17,30,10.5,182,20,161,27,87.36
2023,1,19,18,30,9.8,0,0,0,0,99.18
2023,1,19,19,30,9.4,0,0,0,0,111.29
2023,1,19,20,30,9.3,0,0,0,0,123.69
2023,1,19,21,30,8.8,0,0,0,0,136.18
2023,1,19,22,30,7.800000000000001,0,0,0,0,148.46
2023,1,19,23,30,6.5,0,0,0,0,159.70000000000002
2023,1,20,0,30,5.300000000000001,0,0,0,0,166.55
2023,1,20,1,30,4.6000000000000005,0,0,0,0,162.54
2023,1,20,2,30,4.4,0,0,0,0,152.04
2023,1,20,3,30,4.5,0,0,0,0,139.94
2023,1,20,4,30,4.7,0,0,0,0,127.46000000000001
2023,1,20,5,30,4.800000000000001,0,0,0,0,115
2023,1,20,6,30,4.6000000000000005,0,0,0,0,102.77
2023,1,20,7,30,5.7,50,7,50,6,90.99
2023,1,20,8,30,8.1,592,46,592,150,79.85000000000001
2023,1,20,9,30,10.3,815,62,815,341,69.96000000000001
2023,1,20,10,30,11.8,911,70,911,501,61.74
2023,1,20,11,30,12.8,956,74,956,609,55.99
