Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1291390,-,-,-,41.89,-72.54,-5,69,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DNI,DHI,GHI,Surface Albedo,Wind Direction,Wind Speed
2020,1,1,0,30,-1.2000000000000002,0,0,0,0.7000000000000001,265,0.2
2020,1,1,1,30,-1.9000000000000001,0,0,0,0.7000000000000001,263,0.2
2020,1,1,2,30,-2.6,0,0,0,0.7000000000000001,261,0.2
2020,1,1,3,30,-3.5,0,0,0,0.7000000000000001,256,0.2
2020,1,1,4,30,-4.4,0,0,0,0.7000000000000001,249,0.2
2020,1,1,5,30,-4.7,0,0,0,0.7000000000000001,246,0.2
2020,1,1,6,30,-4.7,0,0,0,0.7000000000000001,247,0.2
2020,1,1,7,30,-4,148,14,18,0.7000000000000001,249,0.2
2020,1,1,8,30,-2.1,274,77,124,0.7000000000000001,250,0.2
2020,1,1,9,30,-0.30000000000000004,1,102,102,0.7000000000000001,252,0.2
2020,1,1,10,30,0.7000000000000001,238,218,308,0.7000000000000001,260,0.2
2020,1,1,11,30,1,649,140,413,0.7000000000000001,266,0.2
2020,1,1,12,30,1.1,14,156,162,0.7000000000000001,269,0.30000000000000004
2020,1,1,13,30,1,28,175,185,0.7000000000000001,271,0.2
2020,1,1,14,30,0.8,165,109,154,0.7000000000000001,272,0.2
2020,1,1,15,30,0,375,49,103,0.7000000000000001,272,0.2
2020,1,1,16,30,-1,0,2,2,0.7000000000000001,273,0.2
2020,1,1,17,30,-1.7000000000000002,0,0,0,0.7000000000000001,274,0.2
2020,1,1,18,30,-2.3000000000000003,0,0,0,0.7000000000000001,275,0.2
2020,1,1,19,30,-3.2,0,0,0,0.75,272,0.2
2020,1,1,20,30,-4.2,0,0,0,0.75,267,0.2
2020,1,1,21,30,-5,0,0,0,0.75,264,0.2
2020,1,1,22,30,-5.6000000000000005,0,0,0,0.75,260,0.2
2020,1,1,23,30,-6.5,0,0,0,0.75,256,0.2
2020,1,2,0,30,-7.4,0,0,0,0.75,255,0.2
2020,1,2,1,30,-7.9,0,0,0,0.75,253,0.2
2020,1,2,2,30,-7.800000000000001,0,0,0,0.75,250,0.30000000000000004
2020,1,2,3,30,-7.300000000000001,0,0,0,0.75,245,0.30000000000000004
2020,1,2,4,30,-6.5,0,0,0,0.75,239,0.2
2020,1,2,5,30,-5.9,0,0,0,0.75,235,0.2
2020,1,2,6,30,-5.7,0,0,0,0.75,232,0.2
2020,1,2,7,30,-4.800000000000001,0,10,10,0.75,227,0.2
2020,1,2,8,30,-2.3000000000000003,28,86,91,0.75,221,0.2
2020,1,2,9,30,0.2,231,174,242,0.75,218,0.2
2020,1,2,10,30,1.6,136,254,306,0.75,221,0.2
2020,1,2,11,30,2.3000000000000003,241,263,365,0.75,222,0.2
2020,1,2,12,30,2.8000000000000003,833,84,432,0.75,220,0.2
2020,1,2,13,30,3,845,64,375,0.75,216,0.2
2020,1,2,14,30,2.6,586,87,248,0.75,212,0.2
2020,1,2,15,30,2,9,73,74,0.75,209,0.2
2020,1,2,16,30,1.5,0,3,3,0.75,203,0.2
2020,1,2,17,30,1.4000000000000001,0,0,0,0.75,200,0.2
2020,1,2,18,30,1.4000000000000001,0,0,0,0.75,201,0.2
2020,1,2,19,30,1.4000000000000001,0,0,0,0.11,204,0.2
2020,1,2,20,30,1.5,0,0,0,0.11,210,0.2
2020,1,2,21,30,1.4000000000000001,0,0,0,0.11,217,0.2
2020,1,2,22,30,1.3,0,0,0,0.11,224,0.2
2020,1,2,23,30,1.3,0,0,0,0.11,228,0.2
2020,1,3,0,30,1.2000000000000002,0,0,0,0.11,229,0.1
2020,1,3,1,30,1.2000000000000002,0,0,0,0.11,229,0.1
2020,1,3,2,30,1.5,0,0,0,0.11,236,0.1
2020,1,3,3,30,1.6,0,0,0,0.11,242,0.1
2020,1,3,4,30,1.2000000000000002,0,0,0,0.11,237,0.1
2020,1,3,5,30,0.9,0,0,0,0.11,231,0.1
2020,1,3,6,30,1.1,0,0,0,0.11,232,0.1
2020,1,3,7,30,1.8,0,2,2,0.11,228,0.1
2020,1,3,8,30,2.7,166,41,70,0.11,223,0.2
2020,1,3,9,30,3.9000000000000004,38,132,143,0.11,220,0.30000000000000004
2020,1,3,10,30,5.300000000000001,74,191,219,0.11,222,0.4
2020,1,3,11,30,6.1000000000000005,60,178,203,0.11,232,0.4
2020,1,3,12,30,6.2,103,177,220,0.11,233,0.4
2020,1,3,13,30,6,56,151,172,0.11,231,0.4
2020,1,3,14,30,5,22,75,81,0.11,241,0.4
2020,1,3,15,30,3.7,0,14,14,0.11,249,0.5
2020,1,3,16,30,2.8000000000000003,0,1,1,0.11,255,0.4
2020,1,3,17,30,2.6,0,0,0,0.11,267,0.2
2020,1,3,18,30,2.6,0,0,0,0.11,277,0.1
2020,1,3,19,30,2.5,0,0,0,0.11,277,0.1
2020,1,3,20,30,2.5,0,0,0,0.11,277,0.1
2020,1,3,21,30,2.6,0,0,0,0.11,283,0.2
2020,1,3,22,30,2.8000000000000003,0,0,0,0.11,297,0.4
2020,1,3,23,30,2.9000000000000004,0,0,0,0.11,316,0.5
2020,1,4,0,30,2.6,0,0,0,0.11,332,0.5
2020,1,4,1,30,2.7,0,0,0,0.11,336,0.5
2020,1,4,2,30,3.1,0,0,0,0.11,344,0.8
2020,1,4,3,30,3.4000000000000004,0,0,0,0.11,185,0.8
2020,1,4,4,30,3.4000000000000004,0,0,0,0.11,32,0.7000000000000001
2020,1,4,5,30,2.9000000000000004,0,0,0,0.11,50,0.5
2020,1,4,6,30,2.5,0,0,0,0.11,64,0.30000000000000004
2020,1,4,7,30,2.9000000000000004,0,2,2,0.11,83,0.1
2020,1,4,8,30,3.6,0,18,18,0.11,101,0.1
2020,1,4,9,30,3.8000000000000003,13,99,103,0.11,119,0.2
2020,1,4,10,30,4,9,120,123,0.11,135,0.2
2020,1,4,11,30,4.2,27,166,177,0.11,147,0.2
2020,1,4,12,30,4.3,8,60,63,0.11,156,0.2
2020,1,4,13,30,4.3,2,94,95,0.11,159,0.30000000000000004
2020,1,4,14,30,4.4,5,53,54,0.11,144,0.30000000000000004
2020,1,4,15,30,4.2,0,19,19,0.11,82,0.30000000000000004
2020,1,4,16,30,3.4000000000000004,0,1,1,0.11,20,0.30000000000000004
2020,1,4,17,30,2.8000000000000003,0,0,0,0.11,172,0.2
2020,1,4,18,30,2.6,0,0,0,0.11,336,0.2
2020,1,4,19,30,2.4000000000000004,0,0,0,0.11,334,0.2
2020,1,4,20,30,2,0,0,0,0.11,330,0.2
2020,1,4,21,30,1.6,0,0,0,0.11,323,0.2
2020,1,4,22,30,1.2000000000000002,0,0,0,0.11,323,0.30000000000000004
2020,1,4,23,30,0.9,0,0,0,0.11,323,0.30000000000000004
2020,1,5,0,30,0.7000000000000001,0,0,0,0.11,320,0.30000000000000004
2020,1,5,1,30,0.5,0,0,0,0.11,318,0.30000000000000004
2020,1,5,2,30,0.1,0,0,0,0.11,318,0.4
2020,1,5,3,30,-0.30000000000000004,0,0,0,0.11,316,0.4
2020,1,5,4,30,-0.9,0,0,0,0.11,314,0.30000000000000004
2020,1,5,5,30,-1.5,0,0,0,0.11,312,0.30000000000000004
2020,1,5,6,30,-2,0,0,0,0.11,310,0.30000000000000004
2020,1,5,7,30,-1.7000000000000002,0,7,7,0.11,308,0.30000000000000004
2020,1,5,8,30,-0.7000000000000001,1,64,64,0.11,310,0.4
2020,1,5,9,30,0.2,14,120,124,0.11,314,0.5
2020,1,5,10,30,0.7000000000000001,5,121,123,0.11,314,0.5
2020,1,5,11,30,1,127,250,304,0.11,313,0.5
2020,1,5,12,30,1.1,174,200,274,0.11,312,0.5
2020,1,5,13,30,0.9,559,122,331,0.11,311,0.5
2020,1,5,14,30,0.2,648,70,252,0.11,311,0.4
2020,1,5,15,30,-0.8,646,33,132,0.11,310,0.4
2020,1,5,16,30,-1.7000000000000002,93,7,7,0.11,306,0.30000000000000004
2020,1,5,17,30,-2.4000000000000004,0,0,0,0.11,303,0.30000000000000004
2020,1,5,18,30,-3.1,0,0,0,0.11,302,0.30000000000000004
2020,1,5,19,30,-3.7,0,0,0,0.7000000000000001,301,0.30000000000000004
2020,1,5,20,30,-4.3,0,0,0,0.7000000000000001,297,0.30000000000000004
2020,1,5,21,30,-4.6000000000000005,0,0,0,0.7000000000000001,289,0.30000000000000004
2020,1,5,22,30,-4.3,0,0,0,0.7000000000000001,281,0.30000000000000004
2020,1,5,23,30,-3.5,0,0,0,0.7000000000000001,272,0.30000000000000004
2020,1,6,0,30,-2.8000000000000003,0,0,0,0.7000000000000001,259,0.30000000000000004
2020,1,6,1,30,-2.4000000000000004,0,0,0,0.7000000000000001,241,0.2
2020,1,6,2,30,-2.1,0,0,0,0.7000000000000001,221,0.2
2020,1,6,3,30,-2.1,0,0,0,0.7000000000000001,204,0.2
2020,1,6,4,30,-2.2,0,0,0,0.7000000000000001,191,0.2
2020,1,6,5,30,-2.3000000000000003,0,0,0,0.7000000000000001,180,0.30000000000000004
2020,1,6,6,30,-2.3000000000000003,0,0,0,0.7000000000000001,171,0.30000000000000004
2020,1,6,7,30,-1.6,0,5,5,0.7000000000000001,173,0.2
2020,1,6,8,30,-0.2,0,39,39,0.7000000000000001,189,0.2
2020,1,6,9,30,0.9,0,52,52,0.7000000000000001,207,0.2
2020,1,6,10,30,1.5,0,71,71,0.7000000000000001,221,0.30000000000000004
2020,1,6,11,30,2,0,88,88,0.7000000000000001,235,0.30000000000000004
2020,1,6,12,30,2.5,148,203,266,0.7000000000000001,246,0.2
2020,1,6,13,30,2.8000000000000003,744,98,378,0.7000000000000001,249,0.2
2020,1,6,14,30,2.3000000000000003,242,151,220,0.7000000000000001,249,0.2
2020,1,6,15,30,0.9,6,87,88,0.7000000000000001,253,0.2
2020,1,6,16,30,-0.1,0,4,4,0.7000000000000001,259,0.2
2020,1,6,17,30,-0.6000000000000001,0,0,0,0.7000000000000001,262,0.2
2020,1,6,18,30,-1.5,0,0,0,0.7000000000000001,259,0.2
2020,1,6,19,30,-2.1,0,0,0,0.67,254,0.2
2020,1,6,20,30,-2.2,0,0,0,0.67,250,0.2
2020,1,6,21,30,-1.9000000000000001,0,0,0,0.67,248,0.2
2020,1,6,22,30,-1.4000000000000001,0,0,0,0.67,250,0.30000000000000004
2020,1,6,23,30,-0.9,0,0,0,0.67,252,0.30000000000000004
2020,1,7,0,30,-0.7000000000000001,0,0,0,0.67,255,0.30000000000000004
2020,1,7,1,30,-0.6000000000000001,0,0,0,0.67,259,0.30000000000000004
2020,1,7,2,30,-0.8,0,0,0,0.67,264,0.30000000000000004
2020,1,7,3,30,-1.1,0,0,0,0.67,272,0.30000000000000004
2020,1,7,4,30,-1.6,0,0,0,0.67,279,0.30000000000000004
2020,1,7,5,30,-2.4000000000000004,0,0,0,0.67,284,0.2
2020,1,7,6,30,-2.9000000000000004,0,0,0,0.67,282,0.2
2020,1,7,7,30,-1.8,1,12,12,0.67,270,0.2
2020,1,7,8,30,0.5,17,95,98,0.67,261,0.2
2020,1,7,9,30,2.1,86,194,220,0.67,264,0.2
2020,1,7,10,30,2.8000000000000003,878,69,408,0.67,266,0.2
2020,1,7,11,30,3.3000000000000003,900,76,463,0.67,255,0.2
2020,1,7,12,30,3.5,518,202,423,0.67,240,0.1
2020,1,7,13,30,3.2,217,223,305,0.67,205,0.2
2020,1,7,14,30,2.4000000000000004,36,156,166,0.67,150,0.4
2020,1,7,15,30,0.9,3,65,65,0.67,115,0.6000000000000001
2020,1,7,16,30,-0.4,0,4,4,0.67,109,0.4
2020,1,7,17,30,-0.8,0,0,0,0.67,110,0.2
2020,1,7,18,30,-0.8,0,0,0,0.67,106,0.1
2020,1,7,19,30,-0.7000000000000001,0,0,0,0.12,94,0.1
2020,1,7,20,30,-0.7000000000000001,0,0,0,0.12,81,0.1
2020,1,7,21,30,-0.8,0,0,0,0.12,66,0.1
2020,1,7,22,30,-0.9,0,0,0,0.12,41,0.2
2020,1,7,23,30,-1,0,0,0,0.12,187,0.2
2020,1,8,0,30,-1.3,0,0,0,0.12,334,0.2
2020,1,8,1,30,-1.7000000000000002,0,0,0,0.12,308,0.2
2020,1,8,2,30,-2.1,0,0,0,0.12,293,0.2
2020,1,8,3,30,-2.1,0,0,0,0.12,278,0.2
2020,1,8,4,30,-2,0,0,0,0.12,260,0.2
2020,1,8,5,30,-2,0,0,0,0.12,242,0.30000000000000004
2020,1,8,6,30,-2.1,0,0,0,0.12,233,0.30000000000000004
2020,1,8,7,30,-1.5,1,10,10,0.12,235,0.30000000000000004
2020,1,8,8,30,-0.2,446,59,137,0.12,240,0.30000000000000004
2020,1,8,9,30,0.9,639,77,269,0.12,244,0.30000000000000004
2020,1,8,10,30,1.8,819,72,390,0.12,247,0.30000000000000004
2020,1,8,11,30,2.3000000000000003,830,80,439,0.12,251,0.30000000000000004
2020,1,8,12,30,2.2,108,217,263,0.12,258,0.30000000000000004
2020,1,8,13,30,1.6,0,45,45,0.12,272,0.4
2020,1,8,14,30,0.9,336,106,203,0.12,285,0.5
2020,1,8,15,30,-0.2,336,57,111,0.12,290,0.5
2020,1,8,16,30,-1.2000000000000002,16,5,5,0.12,290,0.6000000000000001
2020,1,8,17,30,-1.9000000000000001,0,0,0,0.12,290,0.6000000000000001
2020,1,8,18,30,-2.5,0,0,0,0.12,292,0.6000000000000001
2020,1,8,19,30,-3.1,0,0,0,0.12,293,0.6000000000000001
2020,1,8,20,30,-3.7,0,0,0,0.12,294,0.6000000000000001
2020,1,8,21,30,-4.2,0,0,0,0.12,295,0.5
2020,1,8,22,30,-4.800000000000001,0,0,0,0.12,297,0.5
2020,1,8,23,30,-5.4,0,0,0,0.12,300,0.6000000000000001
2020,1,9,0,30,-5.9,0,0,0,0.12,305,0.6000000000000001
2020,1,9,1,30,-6.4,0,0,0,0.12,308,0.6000000000000001
2020,1,9,2,30,-7.1000000000000005,0,0,0,0.12,311,0.5
2020,1,9,3,30,-7.9,0,0,0,0.12,311,0.5
2020,1,9,4,30,-8.6,0,0,0,0.12,311,0.4
2020,1,9,5,30,-9.4,0,0,0,0.12,310,0.4
2020,1,9,6,30,-10,0,0,0,0.12,310,0.4
2020,1,9,7,30,-9.5,238,15,21,0.12,311,0.4
2020,1,9,8,30,-8.200000000000001,714,36,162,0.12,312,0.30000000000000004
2020,1,9,9,30,-6.6000000000000005,856,48,306,0.12,315,0.30000000000000004
2020,1,9,10,30,-5,912,57,412,0.12,317,0.30000000000000004
2020,1,9,11,30,-3.6,927,59,462,0.12,318,0.30000000000000004
2020,1,9,12,30,-2.6,916,62,458,0.12,319,0.30000000000000004
2020,1,9,13,30,-2.1,880,58,396,0.12,322,0.2
2020,1,9,14,30,-2.4000000000000004,808,51,287,0.12,322,0.2
2020,1,9,15,30,-3.4000000000000004,634,39,143,0.12,320,0.4
2020,1,9,16,30,-3.9000000000000004,122,10,12,0.12,318,0.5
2020,1,9,17,30,-3.6,0,0,0,0.12,231,0.30000000000000004
2020,1,9,18,30,-3.9000000000000004,0,0,0,0.12,143,0.30000000000000004
2020,1,9,19,30,-4.5,0,0,0,0.12,147,0.2
2020,1,9,20,30,-4.7,0,0,0,0.12,157,0.2
2020,1,9,21,30,-4.6000000000000005,0,0,0,0.12,162,0.2
2020,1,9,22,30,-4.3,0,0,0,0.12,169,0.2
2020,1,9,23,30,-4.1000000000000005,0,0,0,0.12,174,0.2
2020,1,10,0,30,-3.8000000000000003,0,0,0,0.12,179,0.2
2020,1,10,1,30,-3.4000000000000004,0,0,0,0.12,184,0.30000000000000004
2020,1,10,2,30,-2.9000000000000004,0,0,0,0.12,188,0.30000000000000004
2020,1,10,3,30,-2.5,0,0,0,0.12,191,0.30000000000000004
2020,1,10,4,30,-2,0,0,0,0.12,193,0.30000000000000004
2020,1,10,5,30,-1.5,0,0,0,0.12,196,0.30000000000000004
2020,1,10,6,30,-1,0,0,0,0.12,201,0.30000000000000004
2020,1,10,7,30,-0.1,0,9,9,0.12,208,0.30000000000000004
2020,1,10,8,30,1.6,585,44,148,0.12,217,0.4
2020,1,10,9,30,3.4000000000000004,1,63,63,0.12,223,0.5
2020,1,10,10,30,4.4,0,76,76,0.12,223,0.5
2020,1,10,11,30,5,1,68,68,0.12,224,0.5
2020,1,10,12,30,5.300000000000001,0,84,84,0.12,223,0.5
2020,1,10,13,30,5.4,0,19,19,0.12,223,0.4
2020,1,10,14,30,5.1000000000000005,0,13,13,0.12,222,0.4
2020,1,10,15,30,4.6000000000000005,150,40,65,0.12,222,0.30000000000000004
2020,1,10,16,30,4.1000000000000005,7,3,3,0.12,220,0.30000000000000004
2020,1,10,17,30,3.8000000000000003,0,0,0,0.12,216,0.30000000000000004
2020,1,10,18,30,3.8000000000000003,0,0,0,0.12,214,0.30000000000000004
2020,1,10,19,30,4,0,0,0,0.12,214,0.30000000000000004
2020,1,10,20,30,4.1000000000000005,0,0,0,0.12,214,0.2
2020,1,10,21,30,4.2,0,0,0,0.12,212,0.2
2020,1,10,22,30,4.3,0,0,0,0.12,207,0.2
2020,1,10,23,30,4.4,0,0,0,0.12,205,0.2
2020,1,11,0,30,4.2,0,0,0,0.12,204,0.2
2020,1,11,1,30,4,0,0,0,0.12,202,0.2
2020,1,11,2,30,4.1000000000000005,0,0,0,0.12,199,0.30000000000000004
2020,1,11,3,30,4,0,0,0,0.12,198,0.30000000000000004
2020,1,11,4,30,4.3,0,0,0,0.12,198,0.30000000000000004
2020,1,11,5,30,4.800000000000001,0,0,0,0.12,196,0.30000000000000004
2020,1,11,6,30,5.9,0,0,0,0.12,199,0.4
2020,1,11,7,30,7.300000000000001,0,4,4,0.12,203,0.4
2020,1,11,8,30,8.9,0,31,31,0.12,204,0.5
2020,1,11,9,30,11,31,95,104,0.12,206,0.6000000000000001
2020,1,11,10,30,12.8,199,173,251,0.12,207,0.7000000000000001
2020,1,11,11,30,14,15,141,148,0.12,208,0.7000000000000001
2020,1,11,12,30,14.700000000000001,685,102,401,0.12,209,0.7000000000000001
2020,1,11,13,30,14.8,496,127,320,0.12,210,0.7000000000000001
2020,1,11,14,30,14.4,139,137,178,0.12,208,0.7000000000000001
2020,1,11,15,30,13.600000000000001,4,42,43,0.12,206,0.6000000000000001
2020,1,11,16,30,12.9,0,3,3,0.12,204,0.6000000000000001
2020,1,11,17,30,12.3,0,0,0,0.12,202,0.6000000000000001
2020,1,11,18,30,12.100000000000001,0,0,0,0.12,203,0.6000000000000001
2020,1,11,19,30,12.3,0,0,0,0.12,206,0.6000000000000001
2020,1,11,20,30,12.600000000000001,0,0,0,0.12,206,0.6000000000000001
2020,1,11,21,30,12.8,0,0,0,0.12,206,0.6000000000000001
2020,1,11,22,30,12.9,0,0,0,0.12,203,0.6000000000000001
2020,1,11,23,30,13.100000000000001,0,0,0,0.12,200,0.6000000000000001
2020,1,12,0,30,13.4,0,0,0,0.12,199,0.6000000000000001
2020,1,12,1,30,13.8,0,0,0,0.12,200,0.7000000000000001
2020,1,12,2,30,14,0,0,0,0.12,198,0.8
2020,1,12,3,30,14.3,0,0,0,0.12,196,0.8
2020,1,12,4,30,14.5,0,0,0,0.12,194,0.8
2020,1,12,5,30,15,0,0,0,0.12,199,0.9
2020,1,12,6,30,15.4,0,0,0,0.12,216,0.9
2020,1,12,7,30,15.700000000000001,0,9,9,0.12,234,0.8
2020,1,12,8,30,15.9,15,61,64,0.12,244,0.7000000000000001
2020,1,12,9,30,16,281,134,220,0.12,248,0.7000000000000001
2020,1,12,10,30,16,502,130,328,0.12,252,0.7000000000000001
2020,1,12,11,30,16,875,62,448,0.12,259,0.8
2020,1,12,12,30,15.5,875,63,448,0.12,270,0.7000000000000001
2020,1,12,13,30,14.200000000000001,847,61,393,0.12,284,0.7000000000000001
2020,1,12,14,30,12,773,55,288,0.12,297,0.6000000000000001
2020,1,12,15,30,9.1,610,42,148,0.12,307,0.5
2020,1,12,16,30,6.2,154,13,16,0.12,312,0.5
2020,1,12,17,30,3.9000000000000004,0,0,0,0.12,315,0.5
2020,1,12,18,30,2.2,0,0,0,0.12,318,0.5
2020,1,12,19,30,0.8,0,0,0,0.12,324,0.4
2020,1,12,20,30,-0.4,0,0,0,0.12,333,0.30000000000000004
2020,1,12,21,30,-1.5,0,0,0,0.12,345,0.2
2020,1,12,22,30,-2.2,0,0,0,0.12,352,0.2
2020,1,12,23,30,-2.5,0,0,0,0.12,177,0.2
2020,1,13,0,30,-2.4000000000000004,0,0,0,0.12,7,0.2
2020,1,13,1,30,-2.2,0,0,0,0.12,21,0.2
2020,1,13,2,30,-2.1,0,0,0,0.12,36,0.2
2020,1,13,3,30,-2,0,0,0,0.12,51,0.2
2020,1,13,4,30,-1.9000000000000001,0,0,0,0.12,63,0.2
2020,1,13,5,30,-1.9000000000000001,0,0,0,0.12,72,0.2
2020,1,13,6,30,-1.8,0,0,0,0.12,78,0.2
2020,1,13,7,30,-1.1,0,8,8,0.12,82,0.2
2020,1,13,8,30,0.5,0,27,27,0.12,96,0.30000000000000004
2020,1,13,9,30,2.1,1,51,51,0.12,114,0.30000000000000004
2020,1,13,10,30,3.2,5,99,101,0.12,132,0.30000000000000004
2020,1,13,11,30,3.8000000000000003,1,85,85,0.12,144,0.2
2020,1,13,12,30,3.9000000000000004,0,46,46,0.12,141,0.2
2020,1,13,13,30,3.6,0,27,27,0.12,128,0.2
2020,1,13,14,30,3.1,0,17,17,0.12,130,0.2
2020,1,13,15,30,2.8000000000000003,2,49,49,0.12,154,0.2
2020,1,13,16,30,2.7,0,6,6,0.12,192,0.30000000000000004
2020,1,13,17,30,2.6,0,0,0,0.12,248,0.2
2020,1,13,18,30,2.3000000000000003,0,0,0,0.12,302,0.2
2020,1,13,19,30,1.9000000000000001,0,0,0,0.13,326,0.30000000000000004
2020,1,13,20,30,1.8,0,0,0,0.13,325,0.2
2020,1,13,21,30,1.7000000000000002,0,0,0,0.13,316,0.1
2020,1,13,22,30,1.7000000000000002,0,0,0,0.13,307,0.1
2020,1,13,23,30,1.5,0,0,0,0.13,304,0.1
2020,1,14,0,30,1.3,0,0,0,0.13,306,0.1
2020,1,14,1,30,1.2000000000000002,0,0,0,0.13,306,0.2
2020,1,14,2,30,1,0,0,0,0.13,308,0.2
2020,1,14,3,30,0.8,0,0,0,0.13,318,0.2
2020,1,14,4,30,0.5,0,0,0,0.13,331,0.2
2020,1,14,5,30,0.2,0,0,0,0.13,341,0.1
2020,1,14,6,30,0,0,0,0,0.13,351,0.1
2020,1,14,7,30,0.5,0,6,6,0.13,185,0.1
2020,1,14,8,30,2.1,5,54,55,0.13,39,0.1
2020,1,14,9,30,4.2,96,157,187,0.13,84,0.2
2020,1,14,10,30,6,57,179,202,0.13,125,0.2
2020,1,14,11,30,6.9,94,222,264,0.13,157,0.2
2020,1,14,12,30,7.300000000000001,94,220,262,0.13,174,0.2
2020,1,14,13,30,7.2,68,182,209,0.13,177,0.2
2020,1,14,14,30,6.300000000000001,7,92,94,0.13,174,0.2
2020,1,14,15,30,4.5,4,65,66,0.13,162,0.2
2020,1,14,16,30,3.3000000000000003,0,5,5,0.13,153,0.2
2020,1,14,17,30,3,0,0,0,0.13,158,0.2
2020,1,14,18,30,2.8000000000000003,0,0,0,0.13,162,0.2
2020,1,14,19,30,2.7,0,0,0,0.13,164,0.2
2020,1,14,20,30,2.6,0,0,0,0.13,169,0.2
2020,1,14,21,30,2.6,0,0,0,0.13,179,0.2
2020,1,14,22,30,2.8000000000000003,0,0,0,0.13,192,0.2
2020,1,14,23,30,2.9000000000000004,0,0,0,0.13,205,0.30000000000000004
2020,1,15,0,30,3,0,0,0,0.13,216,0.30000000000000004
2020,1,15,1,30,3.1,0,0,0,0.13,225,0.30000000000000004
2020,1,15,2,30,3.2,0,0,0,0.13,239,0.30000000000000004
2020,1,15,3,30,3.4000000000000004,0,0,0,0.13,257,0.30000000000000004
2020,1,15,4,30,3.6,0,0,0,0.13,273,0.30000000000000004
2020,1,15,5,30,3.4000000000000004,0,0,0,0.13,283,0.30000000000000004
2020,1,15,6,30,2.8000000000000003,0,0,0,0.13,286,0.30000000000000004
2020,1,15,7,30,2.8000000000000003,87,13,16,0.13,287,0.30000000000000004
2020,1,15,8,30,4,604,45,157,0.13,292,0.30000000000000004
2020,1,15,9,30,5.4,627,83,279,0.13,301,0.4
2020,1,15,10,30,6.6000000000000005,394,136,294,0.13,307,0.4
2020,1,15,11,30,7.300000000000001,181,214,295,0.13,306,0.4
2020,1,15,12,30,7.6000000000000005,882,69,464,0.13,301,0.4
2020,1,15,13,30,7.4,847,65,405,0.13,293,0.30000000000000004
2020,1,15,14,30,6.5,765,58,296,0.13,288,0.30000000000000004
2020,1,15,15,30,4.1000000000000005,598,45,154,0.13,293,0.2
2020,1,15,16,30,1.7000000000000002,154,14,19,0.13,307,0.2
2020,1,15,17,30,0.9,0,0,0,0.13,326,0.30000000000000004
2020,1,15,18,30,0.7000000000000001,0,0,0,0.13,341,0.6000000000000001
2020,1,15,19,30,1.3,0,0,0,0.13,344,0.7000000000000001
2020,1,15,20,30,1.9000000000000001,0,0,0,0.13,283,0.5
2020,1,15,21,30,1.4000000000000001,0,0,0,0.13,198,0.5
2020,1,15,22,30,0.4,0,0,0,0.13,172,0.8
2020,1,15,23,30,-0.2,0,0,0,0.13,170,0.6000000000000001
2020,1,16,0,30,0,0,0,0,0.13,161,0.30000000000000004
2020,1,16,1,30,0.8,0,0,0,0.13,151,0.30000000000000004
2020,1,16,2,30,1,0,0,0,0.13,146,0.2
2020,1,16,3,30,1.2000000000000002,0,0,0,0.13,135,0.2
2020,1,16,4,30,2.1,0,0,0,0.13,149,0.2
2020,1,16,5,30,3,0,0,0,0.13,188,0.30000000000000004
2020,1,16,6,30,3.8000000000000003,0,0,0,0.13,226,0.30000000000000004
2020,1,16,7,30,4.5,6,5,5,0.13,255,0.4
2020,1,16,8,30,5.1000000000000005,504,57,151,0.13,271,0.6000000000000001
2020,1,16,9,30,5.4,574,82,262,0.13,281,0.7000000000000001
2020,1,16,10,30,5.4,206,178,261,0.13,290,0.9
2020,1,16,11,30,5.4,225,162,264,0.13,299,0.9
2020,1,16,12,30,5.1000000000000005,602,146,418,0.13,305,0.9
2020,1,16,13,30,4.3,299,179,300,0.13,307,0.9
2020,1,16,14,30,3.2,144,124,169,0.13,307,0.8
2020,1,16,15,30,2,297,76,131,0.13,308,0.8
2020,1,16,16,30,0.9,22,11,12,0.13,310,0.7000000000000001
2020,1,16,17,30,0.2,0,0,0,0.13,312,0.7000000000000001
2020,1,16,18,30,-0.5,0,0,0,0.13,314,0.7000000000000001
2020,1,16,19,30,-1.2000000000000002,0,0,0,0.13,317,0.7000000000000001
